formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
nodenv/nodenv/node-build-update-defs,21,0.0,macos,30,21,0.0,100.0
olafurpg/scalafmt/scalafmt --HEAD,21,0.0,macos,30,21,0.0,100.0
osgeo/osgeo4mac/osgeo-hexer,21,0.0,macos,30,13,0.0,61.904761904761905
osgeo/osgeo4mac/osgeo-insighttoolkit,21,0.0,macos,30,13,0.0,61.904761904761905
osgeo/osgeo4mac/osgeo-pdal,21,0.0,macos,30,10,0.0,47.61904761904761
pdsh --HEAD,21,0.0,macos,30,21,0.0,100.0
pgpdump,21,0.0,macos,30,21,0.0,100.0
pioneer,21,0.0,macos,30,21,0.0,100.0
puppetlabs/puppet/relay,21,0.0,macos,30,21,0.0,100.0
qrcp,21,0.0,macos,30,21,0.0,100.0
rdate,21,0.0,macos,30,21,0.0,100.0
remind,21,0.0,macos,30,21,0.0,100.0
rig,21,0.0,macos,30,21,0.0,100.0
shipyard-run/repo/shipyard,21,0.0,macos,30,21,0.0,100.0
signalwire/signalwire/sofia-sip,21,0.0,macos,30,19,0.0,90.47619047619048
smokris/getwindowid/getwindowid,21,0.0,macos,30,21,0.0,100.0
stardog-union/tap/stardog,21,0.0,macos,30,21,0.0,100.0
stormssh-completion,21,0.0,macos,30,21,0.0,100.0
surfraw,21,0.0,macos,30,21,0.0,100.0
tgotwig/feroxbuster/feroxbuster,21,0.0,macos,30,21,0.0,100.0
thecasualcoder/stable/kube-fzf,21,0.0,macos,30,21,0.0,100.0
thoughtbot/formulae/gitsh,21,0.0,macos,30,19,0.0,90.47619047619048
unp,21,0.0,macos,30,21,0.0,100.0
wangle,21,0.0,macos,30,20,0.0,95.23809523809523
wso2/wso2/wso2am-3.2.0,21,0.0,macos,30,21,0.0,100.0
yosys --HEAD,21,0.0,macos,30,21,0.0,100.0
a2ps,20,0.0,macos,30,20,0.0,100.0
abuse,20,0.0,macos,30,20,0.0,100.0
actioniq-oss/taps/python@2,20,0.0,macos,30,20,0.0,100.0
alure,20,0.0,macos,30,20,0.0,100.0
amap,20,0.0,macos,30,19,0.0,95.0
apache-arrow --HEAD,20,0.0,macos,30,20,0.0,100.0
astroidmail/astroid/webkitgtk,20,0.0,macos,30,5,0.0,25.0
avpres/formulae/bash-avpres,20,0.0,macos,30,20,0.0,100.0
batik,20,0.0,macos,30,20,0.0,100.0
blackfireio/blackfire/blackfire-php70,20,0.0,macos,30,19,0.0,95.0
bnd,20,0.0,macos,30,20,0.0,100.0
box2d,20,0.0,macos,30,19,0.0,95.0
brewsci/bio/bbtools,20,0.0,macos,30,20,0.0,100.0
brewsci/bio/circos,20,0.0,macos,30,20,0.0,100.0
brewsci/bio/iqtree2,20,0.0,macos,30,20,0.0,100.0
brewsci/bio/mcl,20,0.0,macos,30,8,0.0,40.0
brewsci/bio/muscle,20,0.0,macos,30,19,0.0,95.0
brewsci/bio/sambamba,20,0.0,macos,30,20,0.0,100.0
brogue,20,0.0,macos,30,20,0.0,100.0
cblecker/tap/ocm,20,0.0,macos,30,20,0.0,100.0
cgns,20,0.0,macos,30,15,0.0,75.0
conky-for-macos/formulae/conky,20,0.0,macos,30,20,0.0,100.0
crc32c,20,0.0,macos,30,20,0.0,100.0
cucumber-cpp,20,0.0,macos,30,20,0.0,100.0
cultureamp/perform-cli/perform-cli,20,0.0,macos,30,19,0.0,95.0
daviderestivo/emacs-head/emacs-head@27 --HEAD --with-cocoa --with-imagemagick,20,0.0,macos,30,20,0.0,100.0
devd,20,0.0,macos,30,20,0.0,100.0
dpo/openblas/scalapack,20,0.0,macos,30,5,0.0,25.0
drone/drone/drone@0.8,20,0.0,macos,30,12,0.0,60.0
duckscript,20,0.0,macos,30,20,0.0,100.0
ecl --HEAD,20,0.0,macos,30,20,0.0,100.0
elasticsearch@2.4,20,0.0,macos,30,20,0.0,100.0
envkey/envkey/envkey-source,20,0.0,macos,30,20,0.0,100.0
fluxcd/tap/gotk,20,0.0,macos,30,20,0.0,100.0
giantswarm/giantswarm-internal/opsctl,20,0.0,macos,30,20,0.0,100.0
git-bug,20,0.0,macos,30,20,0.0,100.0
git-recent,20,0.0,macos,30,20,0.0,100.0
glepnir/jarvim/jarvim,20,0.0,macos,30,20,0.0,100.0
gmailctl,20,0.0,macos,30,20,0.0,100.0
gpm,20,0.0,macos,30,20,0.0,100.0
gtk-chtheme,20,0.0,macos,30,20,0.0,100.0
gwt,20,0.0,macos,30,20,0.0,100.0
homebrew/portable-ruby/portable-ruby,20,0.0,macos,30,20,0.0,100.0
homeshick,20,0.0,macos,30,20,0.0,100.0
imgproxy,20,0.0,macos,30,20,0.0,100.0
iptux,20,0.0,macos,30,20,0.0,100.0
itpp,20,0.0,macos,30,20,0.0,100.0
jasmin,20,0.0,macos,30,20,0.0,100.0
joedrago/repo/colorist,20,0.0,macos,30,20,0.0,100.0
lablgtk,20,0.0,macos,30,19,0.0,95.0
laggardkernel/tap/ranger-fm --HEAD,20,0.0,macos,30,20,0.0,100.0
libdbi,20,0.0,macos,30,20,0.0,100.0
libetpan,20,0.0,macos,30,4,0.0,20.0
libgnomecanvasmm,20,0.0,macos,30,20,0.0,100.0
libhdhomerun,20,0.0,macos,30,20,0.0,100.0
liboping,20,0.0,macos,30,20,0.0,100.0
libspectrum,20,0.0,macos,30,3,0.0,15.0
logtalk,20,0.0,macos,30,20,0.0,100.0
magnum-examples,20,0.0,macos,30,20,0.0,100.0
michael-simons/seabolt/seabolt,20,0.0,macos,30,20,0.0,100.0
mm-common,20,0.0,macos,30,17,0.0,85.0
mmg,20,0.0,macos,30,20,0.0,100.0
moves-rwth/storm/stormchecker,20,0.0,macos,30,20,0.0,100.0
mscgen,20,0.0,macos,30,19,0.0,95.0
msgpack-tools,20,0.0,macos,30,20,0.0,100.0
mu --HEAD,20,0.0,macos,30,20,0.0,100.0
mysql-connector-c,20,0.0,macos,30,20,0.0,100.0
networkit,20,0.0,macos,30,20,0.0,100.0
nicovideo-dl,20,0.0,macos,30,20,0.0,100.0
ninja --HEAD,20,0.0,macos,30,17,0.0,85.0
nu-smv,20,0.0,macos,30,20,0.0,100.0
nwoolls/xgminer/cgminer,20,0.0,macos,30,19,0.0,95.0
nzbget,20,0.0,macos,30,19,0.0,95.0
openrtm/openrtm/openrtm-aist,20,0.0,macos,30,20,0.0,100.0
osgeo/osgeo4mac/osgeo-openscenegraph,20,0.0,macos,30,12,0.0,60.0
osgeo/osgeo4mac/osgeo-postgis@2.5,20,0.0,macos,30,20,0.0,100.0
osgeo/osgeo4mac/osgeo-psqlodbc,20,0.0,macos,30,15,0.0,75.0
osgeo/osgeo4mac/osgeo-qscintilla2,20,0.0,macos,30,15,0.0,75.0
osx-cross/avr/simavr --HEAD,20,0.0,macos,30,20,0.0,100.0
partio,20,0.0,macos,30,18,0.0,90.0
php --HEAD,20,0.0,macos,30,20,0.0,100.0
pinfo,20,0.0,macos,30,20,0.0,100.0
pjproject,20,0.0,macos,30,20,0.0,100.0
pulumi/tap/pulumictl,20,0.0,macos,30,20,0.0,100.0
redox-os/gcc_cross_compilers/x86_64-elf-gcc,20,0.0,macos,30,20,0.0,100.0
regina-rexx,20,0.0,macos,30,20,0.0,100.0
ruby-install --HEAD,20,0.0,macos,30,20,0.0,100.0
scheme48,20,0.0,macos,30,20,0.0,100.0
selecta,20,0.0,macos,30,17,0.0,85.0
sile --HEAD,20,0.0,macos,30,20,0.0,100.0
simple-tiles,20,0.0,macos,30,20,0.0,100.0
soci,20,0.0,macos,30,20,0.0,100.0
sportngin/homebrew/percona-server55,20,0.0,macos,30,20,0.0,100.0
sri-csl/sri-csl/libpoly,20,0.0,macos,30,5,0.0,25.0
stelligent/tap/config-lint,20,0.0,macos,30,20,0.0,100.0
tednaleid/ganda/ganda,20,0.0,macos,30,20,0.0,100.0
tschoonj/tap/xraylib,20,0.0,macos,30,19,0.0,95.0
udptunnel,20,0.0,macos,30,20,0.0,100.0
vttest,20,0.0,macos,30,18,0.0,90.0
wercker/wercker/wercker-cli,20,0.0,macos,30,20,0.0,100.0
xcenv,20,0.0,macos,30,19,0.0,95.0
xorgrgb,20,0.0,macos,30,13,0.0,65.0
ytsutano/toolbox/axmldec,20,0.0,macos,30,20,0.0,100.0
zgosalvez/repo/flutter,20,0.0,macos,30,20,0.0,100.0
zsync,20,0.0,macos,30,20,0.0,100.0
ackerr/tap/lab,19,0.0,macos,30,19,0.0,100.0
afio,19,0.0,macos,30,19,0.0,100.0
alisw/system-deps/alibuild,19,0.0,macos,30,19,0.0,100.0
apache-opennlp,19,0.0,macos,30,19,0.0,100.0
apm-server-full,19,0.0,macos,30,19,0.0,100.0
bibtex2html,19,0.0,macos,30,19,0.0,100.0
blacktop/tap/lporg,19,0.0,macos,30,19,0.0,100.0
brewsci/bio/edirect,19,0.0,macos,30,19,0.0,100.0
brewsci/bio/raxml,19,0.0,macos,30,17,0.0,89.47368421052632
bsdconv,19,0.0,macos,30,17,0.0,89.47368421052632
caius/prince/prince,19,0.0,macos,30,19,0.0,100.0
cayley,19,0.0,macos,30,19,0.0,100.0
clash,19,0.0,macos,30,19,0.0,100.0
convertlit,19,0.0,macos,30,19,0.0,100.0
csvtomd,19,0.0,macos,30,19,0.0,100.0
curalate/tap/curalate-ops-cli,19,0.0,macos,30,19,0.0,100.0
d12frosted/emacs-plus/emacs-plus@28 --with-modern-black-variant-icon,19,0.0,macos,30,19,0.0,100.0
d12frosted/emacs-plus/emacs-plus@28 --with-no-titlebar,19,0.0,macos,30,19,0.0,100.0
dfmt,19,0.0,macos,30,17,0.0,89.47368421052632
dmnc/horology/tg-timer,19,0.0,macos,30,19,0.0,100.0
docker-gen,19,0.0,macos,30,19,0.0,100.0
elastic/tap/metricbeat-oss,19,0.0,macos,30,19,0.0,100.0
erlang@17,19,0.0,macos,30,8,0.0,42.10526315789473
farmotive/k8s/kpoof,19,0.0,macos,30,19,0.0,100.0
genkiroid/cert/cert,19,0.0,macos,30,19,0.0,100.0
gkrellm,19,0.0,macos,30,19,0.0,100.0
gqview,19,0.0,macos,30,19,0.0,100.0
gupnp-av,19,0.0,macos,30,5,0.0,26.31578947368421
gx-go,19,0.0,macos,30,9,0.0,47.368421052631575
httpry,19,0.0,macos,30,19,0.0,100.0
ircd-hybrid,19,0.0,macos,30,16,0.0,84.21052631578947
isync --HEAD,19,0.0,macos,30,13,0.0,68.42105263157895
jsmin,19,0.0,macos,30,19,0.0,100.0
jxrlib,19,0.0,macos,30,19,0.0,100.0
knxd,19,0.0,macos,30,19,0.0,100.0
kreuzwerker/taps/awsu,19,0.0,macos,30,19,0.0,100.0
launchdarkly/tap/ld-find-code-refs,19,0.0,macos,30,19,0.0,100.0
libb64,19,0.0,macos,30,4,0.0,21.052631578947366
libcdio,19,0.0,macos,30,15,0.0,78.94736842105263
libfixposix,19,0.0,macos,30,19,0.0,100.0
libnetworkit,19,0.0,macos,30,2,0.0,10.526315789473683
libxlsxwriter,19,0.0,macos,30,18,0.0,94.73684210526315
liudangyi/i386-jos-elf-gcc/i386-jos-elf-gcc,19,0.0,macos,30,19,0.0,100.0
manu7891/fastlanescm/fastlanescm,19,0.0,macos,30,19,0.0,100.0
matt-gleich/taps/fgh,19,0.0,macos,30,19,0.0,100.0
maven-shell,19,0.0,macos,30,19,0.0,100.0
mecab-ko-dic,19,0.0,macos,30,18,0.0,94.73684210526315
mkvalidator,19,0.0,macos,30,19,0.0,100.0
moul/moul/docker-diff,19,0.0,macos,30,19,0.0,100.0
mpw,19,0.0,macos,30,17,0.0,89.47368421052632
mruby,19,0.0,macos,30,19,0.0,100.0
myman,19,0.0,macos,30,19,0.0,100.0
ngt,19,0.0,macos,30,19,0.0,100.0
o4dev/valgrind-mojave/valgrind-mojave,19,0.0,macos,30,19,0.0,100.0
osgeo/osgeo4mac/osgeo-saga-lts,19,0.0,macos,30,13,0.0,68.42105263157895
pivotal/tap/tcserver,19,0.0,macos,30,18,0.0,94.73684210526315
png2ico,19,0.0,macos,30,19,0.0,100.0
pngnq,19,0.0,macos,30,19,0.0,100.0
randomize-lines,19,0.0,macos,30,19,0.0,100.0
rbenv-bundle-exec,19,0.0,macos,30,19,0.0,100.0
redpen,19,0.0,macos,30,19,0.0,100.0
roundup,19,0.0,macos,30,18,0.0,94.73684210526315
s-nail,19,0.0,macos,30,19,0.0,100.0
scalaenv,19,0.0,macos,30,19,0.0,100.0
scour,19,0.0,macos,30,19,0.0,100.0
semaphoreci/tap/sem,19,0.0,macos,30,19,0.0,100.0
shyiko/kubesec/kubesec,19,0.0,macos,30,19,0.0,100.0
stek29/idevice/libipatcher,19,0.0,macos,30,18,0.0,94.73684210526315
sudar/arduino-mk/arduino-mk,19,0.0,macos,30,19,0.0,100.0
swiftlint --HEAD,19,0.0,macos,30,19,0.0,100.0
thethingsnetwork/lorawan-stack/ttn-lw-stack,19,0.0,macos,30,19,0.0,100.0
tholu/tap/subversion18 --with-unicode-path,19,0.0,macos,30,19,0.0,100.0
tin,19,0.0,macos,30,19,0.0,100.0
tre-command,19,0.0,macos,30,19,0.0,100.0
unarj,19,0.0,macos,30,19,0.0,100.0
vsearch,19,0.0,macos,30,19,0.0,100.0
wonderix/tap/shalm,19,0.0,macos,30,19,0.0,100.0
xoofx/kalk/kalk,19,0.0,macos,30,18,0.0,94.73684210526315
yourbase/yourbase/yb,19,0.0,macos,30,19,0.0,100.0
zeroc-ice/tap/berkeley-db@5.3,19,0.0,macos,30,8,0.0,42.10526315789473
zmqpp,19,0.0,macos,30,19,0.0,100.0
adios2,18,0.0,macos,30,18,0.0,100.0
aoki/redis-cli/redis-cli,18,0.0,macos,30,18,0.0,100.0
astronomer/tap/astro@0.16.4,18,0.0,macos,30,18,0.0,100.0
augustus,18,0.0,macos,30,13,0.0,72.22222222222221
biosig,18,0.0,macos,30,17,0.0,94.44444444444444
bloomfire/dependencies/redis,18,0.0,macos,30,18,0.0,100.0
bow-swift/bow/bow-openapi,18,0.0,macos,30,18,0.0,100.0
brewsci/science/cufflinks,18,0.0,macos,30,18,0.0,100.0
browser,18,0.0,macos,30,18,0.0,100.0
cairo --HEAD,18,0.0,macos,30,18,0.0,100.0
cjbassi/gotop/gotop,18,0.0,macos,30,18,0.0,100.0
coin-or-tools/coinor/symphony,18,0.0,macos,30,18,0.0,100.0
cppi,18,0.0,macos,30,18,0.0,100.0
cuba,18,0.0,macos,30,18,0.0,100.0
d12frosted/emacs-plus/emacs-plus@27 --with-x11,18,0.0,macos,30,18,0.0,100.0
dante,18,0.0,macos,30,18,0.0,100.0
darkice,18,0.0,macos,30,18,0.0,100.0
darkstat,18,0.0,macos,30,18,0.0,100.0
eddies/spark-tap/apache-spark@2.3.4,18,0.0,macos,30,18,0.0,100.0
eko/tap/monday,18,0.0,macos,30,18,0.0,100.0
emacs-head@28 --with-cocoa --with-imagemagick --with-no-frame-refocus --with-pdumper --with-xwidgets --with-native-comp,18,0.0,macos,30,18,0.0,100.0
excel-compare,18,0.0,macos,30,18,0.0,100.0
exiftran,18,0.0,macos,30,18,0.0,100.0
fasttext,18,0.0,macos,30,18,0.0,100.0
fb-client,18,0.0,macos,30,18,0.0,100.0
fishtown-analytics/dbt/dbt@0.16.1,18,0.0,macos,30,18,0.0,100.0
fmpp,18,0.0,macos,30,18,0.0,100.0
fplll,18,0.0,macos,30,17,0.0,94.44444444444444
fusionauth/fusionauth/fusionauth-search,18,0.0,macos,30,18,0.0,100.0
gepetto/gepetto/eigenpy,18,0.0,macos,30,8,0.0,44.44444444444444
get-woke/tap/woke,18,0.0,macos,30,18,0.0,100.0
git-gerrit,18,0.0,macos,30,18,0.0,100.0
git-ssh,18,0.0,macos,30,18,0.0,100.0
gitbatch,18,0.0,macos,30,18,0.0,100.0
halibut,18,0.0,macos,30,2,0.0,11.11111111111111
hbagdi/deck/deck,18,0.0,macos,30,18,0.0,100.0
healpix,18,0.0,macos,30,18,0.0,100.0
homebrew/nginx/nginx-full,18,0.0,macos,30,16,0.0,88.88888888888889
hub --HEAD,18,0.0,macos,30,18,0.0,100.0
inspectrum,18,0.0,macos,30,17,0.0,94.44444444444444
instantclienttap/instantclient/instantclient-basiclite,18,0.0,macos,30,18,0.0,100.0
less --HEAD,18,0.0,macos,30,18,0.0,100.0
libbdplus,18,0.0,macos,30,18,0.0,100.0
libsigsegv --HEAD,18,0.0,macos,30,18,0.0,100.0
libtcod,18,0.0,macos,30,18,0.0,100.0
libxmp,18,0.0,macos,30,5,0.0,27.77777777777778
luaradio,18,0.0,macos,30,18,0.0,100.0
marcofaul/diw/diw,18,0.0,macos,30,18,0.0,100.0
markwu/personal/zeal --HEAD,18,0.0,macos,30,18,0.0,100.0
maxandersen/tap/jbang,18,0.0,macos,30,18,0.0,100.0
midicsv,18,0.0,macos,30,18,0.0,100.0
mrtg,18,0.0,macos,30,18,0.0,100.0
nakabonne/gosivy/gosivy,18,0.0,macos,30,18,0.0,100.0
nave,18,0.0,macos,30,18,0.0,100.0
odo,18,0.0,macos,30,18,0.0,100.0
openresty/brew/openresty-debug,18,0.0,macos,30,17,0.0,94.44444444444444
osgeo/osgeo4mac/osgeo-insighttoolkit@4,18,0.0,macos,30,2,0.0,11.11111111111111
osgeo/osgeo4mac/osgeo-orfeo,18,0.0,macos,30,8,0.0,44.44444444444444
osgeo/osgeo4mac/osgeo-pyspatialite,18,0.0,macos,30,9,0.0,50.0
pacparser,18,0.0,macos,30,17,0.0,94.44444444444444
pbc,18,0.0,macos,30,18,0.0,100.0
percona-server57,18,0.0,macos,30,18,0.0,100.0
pex,18,0.0,macos,30,18,0.0,100.0
prest,18,0.0,macos,30,18,0.0,100.0
px4/px4/gcc-arm-none-eabi-49,18,0.0,macos,30,18,0.0,100.0
qt --HEAD,18,0.0,macos,30,18,0.0,100.0
rogual/neovim-dot-app/neovim-dot-app,18,0.0,macos,30,18,0.0,100.0
roots/tap/trellis-cli-dev --HEAD,18,0.0,macos,30,18,0.0,100.0
salilab/salilab/imp,18,0.0,macos,30,18,0.0,100.0
soracom/soracom-cli/soracom-cli,18,0.0,macos,30,18,0.0,100.0
speech-tools,18,0.0,macos,30,17,0.0,94.44444444444444
sri-csl/sri-csl/yices2,18,0.0,macos,30,18,0.0,100.0
staticfloat/julia/openblas-julia,18,0.0,macos,30,4,0.0,22.22222222222222
stek29/idevice/idevicerestore,18,0.0,macos,30,18,0.0,100.0
stellar-core,18,0.0,macos,30,18,0.0,100.0
sunknudsen/tap/borgbackup-fuse,18,0.0,macos,30,16,0.0,88.88888888888889
taglib --HEAD,18,0.0,macos,30,18,0.0,100.0
toast,18,0.0,macos,30,18,0.0,100.0
trezor-agent,18,0.0,macos,30,18,0.0,100.0
viva64/pvs-studio/pvs-studio-dotnet,18,0.0,macos,30,18,0.0,100.0
xml-coreutils,18,0.0,macos,30,18,0.0,100.0
zeroc-ice/tap/ice-builder-xcode,18,0.0,macos,30,18,0.0,100.0
bflad/tap/tfproviderlint,17,0.0,macos,30,17,0.0,100.0
branchout/branchout/branchout,17,0.0,macos,30,17,0.0,100.0
brewsci/bio/dssp,17,0.0,macos,30,17,0.0,100.0
brewsci/bio/gatk,17,0.0,macos,30,17,0.0,100.0
c7n,17,0.0,macos,30,17,0.0,100.0
caarlos0/tap/org-stats,17,0.0,macos,30,17,0.0,100.0
cassowary,17,0.0,macos,30,17,0.0,100.0
cctz,17,0.0,macos,30,17,0.0,100.0
chibi-scheme,17,0.0,macos,30,17,0.0,100.0
chuck,17,0.0,macos,30,17,0.0,100.0
coteditor/coteditor/cot,17,0.0,macos,30,17,0.0,100.0
cpmtools,17,0.0,macos,30,17,0.0,100.0
cwlogs,17,0.0,macos,30,17,0.0,100.0
cytopia/tap/mysqldump-secure,17,0.0,macos,30,17,0.0,100.0
d12frosted/emacs-plus/emacs-plus@27 --with-modern-black-variant-icon,17,0.0,macos,30,17,0.0,100.0
daemon,17,0.0,macos,30,17,0.0,100.0
danmx/sigil/sigil,17,0.0,macos,30,17,0.0,100.0
dashixiong91/fvm/fvm,17,0.0,macos,30,17,0.0,100.0
dasht,17,0.0,macos,30,17,0.0,100.0
davrodpin/mole/mole,17,0.0,macos,30,17,0.0,100.0
disneystreaming/tap/ssm-helpers,17,0.0,macos,30,17,0.0,100.0
dnsdist,17,0.0,macos,30,17,0.0,100.0
dwcaress/mbsystem/mbopenmotif,17,0.0,macos,30,3,0.0,17.647058823529413
dwcaress/mbsystem/mbsystem,17,0.0,macos,30,16,0.0,94.11764705882352
dwcaress/mbsystem/otps,17,0.0,macos,30,3,0.0,17.647058823529413
echoprint-codegen,17,0.0,macos,30,17,0.0,100.0
ephemeralpg,17,0.0,macos,30,17,0.0,100.0
facebook/fb/fbsimctl,17,0.0,macos,30,17,0.0,100.0
gbeine/java/mysql-connector-java,17,0.0,macos,30,17,0.0,100.0
gem-cocoapods,17,0.0,macos,30,17,0.0,100.0
gerbil-scheme,17,0.0,macos,30,17,0.0,100.0
git-sfdc-dev.jonhays.autosetup2,17,0.0,macos,30,17,0.0,100.0
gnustep-make,17,0.0,macos,30,16,0.0,94.11764705882352
guitorri/tap/qucs,17,0.0,macos,30,17,0.0,100.0
hikoyu/shogi/uonuma-yaneuraou,17,0.0,macos,30,17,0.0,100.0
hugo --HEAD,17,0.0,macos,30,16,0.0,94.11764705882352
inspircd,17,0.0,macos,30,16,0.0,94.11764705882352
ioctl,17,0.0,macos,30,17,0.0,100.0
ivandokov/contrib/phockup,17,0.0,macos,30,17,0.0,100.0
janniks/git-ignore/git-ignore,17,0.0,macos,30,17,0.0,100.0
johnhcc/gs-x11/ghostscript-x11,17,0.0,macos,30,14,0.0,82.35294117647058
jonchang/core/groff,17,0.0,macos,30,17,0.0,100.0
josa42/misc/neovim-nightly --HEAD,17,0.0,macos,30,17,0.0,100.0
jsonrpc-glib,17,0.0,macos,30,14,0.0,82.35294117647058
killswitch,17,0.0,macos,30,17,0.0,100.0
koekeishiya/formulae/skhd --HEAD,17,0.0,macos,30,17,0.0,100.0
kyoto-cabinet,17,0.0,macos,30,10,0.0,58.82352941176471
libextractor,17,0.0,macos,30,4,0.0,23.52941176470588
libgraphqlparser,17,0.0,macos,30,16,0.0,94.11764705882352
liblouis,17,0.0,macos,30,17,0.0,100.0
libquicktime,17,0.0,macos,30,16,0.0,94.11764705882352
liudangyi/i386-jos-elf-gcc/i386-jos-elf-gdb,17,0.0,macos,30,17,0.0,100.0
maelvalais/amc/auto-multiple-choice,17,0.0,macos,30,16,0.0,94.11764705882352
mcabber,17,0.0,macos,30,15,0.0,88.23529411764706
michaeldfallen/formula/git-radar,17,0.0,macos,30,17,0.0,100.0
ne,17,0.0,macos,30,17,0.0,100.0
nginx/unit/unit-python,17,0.0,macos,30,17,0.0,100.0
nsd,17,0.0,macos,30,17,0.0,100.0
nu,17,0.0,macos,30,17,0.0,100.0
odt2txt,17,0.0,macos,30,13,0.0,76.47058823529412
osgeo/osgeo4mac/osgeo-qt-mysql,17,0.0,macos,30,11,0.0,64.70588235294117
pev,17,0.0,macos,30,17,0.0,100.0
portaudio --HEAD,17,0.0,macos,30,17,0.0,100.0
primesieve,17,0.0,macos,30,17,0.0,100.0
prips,17,0.0,macos,30,17,0.0,100.0
qemung,17,0.0,macos,30,17,0.0,100.0
ravenac95/sudolikeaboss/sudolikeaboss,17,0.0,macos,30,17,0.0,100.0
raxml-ng,17,0.0,macos,30,17,0.0,100.0
ripgrep --HEAD,17,0.0,macos,30,17,0.0,100.0
sambadevi/powerlevel9k/powerlevel9k@0.6.3,17,0.0,macos,30,17,0.0,100.0
scalariform,17,0.0,macos,30,16,0.0,94.11764705882352
sheerun/git-squash/git-squash,17,0.0,macos,30,17,0.0,100.0
sidneys/homebrew/youtube-dl --HEAD,17,0.0,macos,30,17,0.0,100.0
slrn,17,0.0,macos,30,17,0.0,100.0
slspdlog,17,0.0,macos,30,17,0.0,100.0
sonar-completion,17,0.0,macos,30,17,0.0,100.0
spotify/public/gcs-parquet-tools,17,0.0,macos,30,17,0.0,100.0
spotify/public/gcs-proto-tools,17,0.0,macos,30,17,0.0,100.0
spring-roo,17,0.0,macos,30,16,0.0,94.11764705882352
sqitchers/sqitch/sqitch,17,0.0,macos,30,17,0.0,100.0
sturdy-dev/tap/sturdy,17,0.0,macos,30,17,0.0,100.0
tavianator/tap/bfs,17,0.0,macos,30,17,0.0,100.0
tty-solitaire,17,0.0,macos,30,17,0.0,100.0
ttyplot,17,0.0,macos,30,17,0.0,100.0
tugboatqa/tugboat/tugboat-cli,17,0.0,macos,30,17,0.0,100.0
twoping,17,0.0,macos,30,16,0.0,94.11764705882352
uptimed,17,0.0,macos,30,17,0.0,100.0
wego,17,0.0,macos,30,17,0.0,100.0
woof,17,0.0,macos,30,17,0.0,100.0
xrotor,17,0.0,macos,30,17,0.0,100.0
xwidgets,17,0.0,macos,30,17,0.0,100.0
abduco,16,0.0,macos,30,16,0.0,100.0
aj-may/dotdocker/dotdocker,16,0.0,macos,30,16,0.0,100.0
asana/pinned/python@2,16,0.0,macos,30,16,0.0,100.0
asuka,16,0.0,macos,30,16,0.0,100.0
aurora,16,0.0,macos,30,16,0.0,100.0
austin,16,0.0,macos,30,16,0.0,100.0
aws-apigateway-importer,16,0.0,macos,30,16,0.0,100.0
badoo/qa-bottles/ffmpeg,16,0.0,macos,30,16,0.0,100.0
binutils-amd64,16,0.0,macos,30,16,0.0,100.0
binutils-i386,16,0.0,macos,30,16,0.0,100.0
brewsci/bio/xssp,16,0.0,macos,30,16,0.0,100.0
brewsci/science/calculix-ccx,16,0.0,macos,30,16,0.0,100.0
brewsci/science/gubbins,16,0.0,macos,30,15,0.0,93.75
c2048,16,0.0,macos,30,16,0.0,100.0
cdecl,16,0.0,macos,30,16,0.0,100.0
chef/okta_aws/okta_aws,16,0.0,macos,30,16,0.0,100.0
clang-format --HEAD,16,0.0,macos,30,16,0.0,100.0
consul-backinator,16,0.0,macos,30,16,0.0,100.0
cpr,16,0.0,macos,30,16,0.0,100.0
crowdin/crowdin/crowdin@2,16,0.0,macos,30,16,0.0,100.0
cvent/tap/hogan,16,0.0,macos,30,16,0.0,100.0
danielbayley/dotfiles/zdotdir,16,0.0,macos,30,16,0.0,100.0
dapr/tap/dapr-cli@1.0.0-rc.2,16,0.0,macos,30,16,0.0,100.0
datalakes-customer-tool,16,0.0,macos,30,16,0.0,100.0
david-icracked/websocketpp/websocketpp --HEAD,16,0.0,macos,30,16,0.0,100.0
davidchall/hep/fastjet,16,0.0,macos,30,8,0.0,50.0
davidchall/hep/hepmc,16,0.0,macos,30,8,0.0,50.0
daviderestivo/emacs-head/emacs-head@27 --HEAD --with-cocoa,16,0.0,macos,30,16,0.0,100.0
denji/nginx/nginx-full --with-lua-module,16,0.0,macos,30,16,0.0,100.0
doctest,16,0.0,macos,30,16,0.0,100.0
dreal/dreal/dreal,16,0.0,macos,30,16,0.0,100.0
duff,16,0.0,macos,30,15,0.0,93.75
dustinwilson/tap/browserpass,16,0.0,macos,30,16,0.0,100.0
engtools-helper,16,0.0,macos,30,16,0.0,100.0
frnhr/mariadb-connector-c-2/mariadb-connector-c,16,0.0,macos,30,16,0.0,100.0
fuego,16,0.0,macos,30,16,0.0,100.0
gau,16,0.0,macos,30,16,0.0,100.0
git-cal,16,0.0,macos,30,16,0.0,100.0
git-now,16,0.0,macos,30,16,0.0,100.0
git-sfdc-dev.jonhays.devprops,16,0.0,macos,30,16,0.0,100.0
gr-iio --HEAD,16,0.0,macos,30,16,0.0,100.0
guile@2.0,16,0.0,macos,30,6,0.0,37.5
hhvm/hhvm/hhvm-nightly,16,0.0,macos,30,16,0.0,100.0
iio-oscilloscope,16,0.0,macos,30,16,0.0,100.0
