formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
python@3.9,806153,2.94,macos,30,223009,2.55,27.663359188640367
openssl@1.1,716758,2.61,macos,30,111643,1.28,15.576107975076663
sqlite,498512,1.82,macos,30,38721,0.44,7.767315531020317
readline,410284,1.49,macos,30,19900,0.23,4.850298817404529
node,396561,1.44,macos,30,288655,3.3,72.78955822685539
gdbm,370861,1.35,macos,30,5765,0.07,1.554490766082171
gmp,352148,1.28,macos,30,15893,0.18,4.513159239865057
gettext,344949,1.26,macos,30,10157,0.12,2.9444932439288127
libtiff,340377,1.24,macos,30,9611,0.11,2.823633794292799
python@3.8,329012,1.2,macos,30,182818,2.09,55.56575444056752
icu4c,327125,1.19,macos,30,7393,0.08,2.2599923576614445
xz,291363,1.06,macos,30,8259,0.09,2.834608375119696
unbound,289005,1.05,macos,30,26714,0.31,9.24343869483227
glib,286659,1.04,macos,30,60532,0.69,21.116378693848787
freetype,279060,1.02,macos,30,10597,0.12,3.797391242026804
nghttp2,269315,0.98,macos,30,7342,0.08,2.726175667898186
pkg-config,249216,0.91,macos,30,37616,0.43,15.093733949666152
krb5,241617,0.88,macos,30,27340,0.31,11.315428964021573
c-ares,237935,0.87,macos,30,2464,0.03,1.0355769432828292
libtool,226535,0.82,macos,30,34802,0.4,15.36274747831461
imagemagick,220950,0.8,macos,30,174605,2.0,79.02466621407558
pcre,200633,0.73,macos,30,9105,0.1,4.538136797037376
pcre2,199599,0.73,macos,30,3498,0.04,1.7525137901492491
libffi,195942,0.71,macos,30,7472,0.09,3.8133733451735714
libevent,191592,0.7,macos,30,15921,0.18,8.309845922585495
libidn2,181841,0.66,macos,30,3397,0.04,1.868115551498287
postgresql,180999,0.66,macos,30,173584,1.99,95.90329228338278
x265,178520,0.65,macos,30,2365,0.03,1.3247815370826799
gobject-introspection,178446,0.65,macos,30,27839,0.32,15.600798000515562
libev,173070,0.63,macos,30,958,0.01,0.5535332524412088
jemalloc,171450,0.62,macos,30,1148,0.01,0.6695829687955672
youtube-dl,168586,0.61,macos,30,152871,1.75,90.67834814278766
cmake,164875,0.6,macos,30,106981,1.22,64.88612585291888
git,161437,0.59,macos,30,157550,1.8,97.59224960820629
x264,159257,0.58,macos,30,4916,0.06,3.086834487652034
p11-kit,158170,0.58,macos,30,1563,0.02,0.9881772776126951
gnutls,156938,0.57,macos,30,37576,0.43,23.943213243446458
ffmpeg,156818,0.57,macos,30,127875,1.46,81.54357280414239
libunistring,155273,0.57,macos,30,402,0.0,0.2588988426835316
openjdk,154478,0.56,macos,30,54983,0.63,35.59277049159103
awscli,153864,0.56,macos,30,151517,1.73,98.47462694327459
guile,149966,0.55,macos,30,550,0.01,0.36674979662056734
jpeg,149608,0.54,macos,30,5495,0.06,3.672931928773862
jansson,149578,0.54,macos,30,786,0.01,0.5254783457460322
bdw-gc,148013,0.54,macos,30,545,0.01,0.3682109003938843
protobuf,146097,0.53,macos,30,26350,0.3,18.035962408536793
libpng,138508,0.5,macos,30,2903,0.03,2.095907817598983
harfbuzz,135299,0.49,macos,30,25849,0.3,19.1050931640293
pango,131937,0.48,macos,30,33826,0.39,25.637993891023747
libsndfile,129469,0.47,macos,30,3496,0.04,2.700260293969985
gnu-getopt,127459,0.46,macos,30,7139,0.08,5.60101679755843
webp,126968,0.46,macos,30,2648,0.03,2.0855648667380757
oniguruma,124331,0.45,macos,30,2767,0.03,2.2255109345215596
aom,122636,0.45,macos,30,1833,0.02,1.4946671450471314
libass,118383,0.43,macos,30,24277,0.28,20.50716741424022
nettle,117220,0.43,macos,30,1070,0.01,0.9128135130523801
libbluray,116191,0.42,macos,30,5081,0.06,4.372972089060254
libpq,116158,0.42,macos,30,45786,0.52,39.41700098142186
fribidi,115385,0.42,macos,30,1356,0.02,1.1751960826797243
yarn,115004,0.42,macos,30,114537,1.31,99.59392716775068
little-cms2,113599,0.41,macos,30,2235,0.03,1.9674468965395824
freetds,112302,0.41,macos,30,17400,0.2,15.493935994016136
pixman,110800,0.4,macos,30,981,0.01,0.8853790613718412
libtasn1,108573,0.4,macos,30,409,0.0,0.3767050740055078
go,108334,0.39,macos,30,87322,1.0,80.6044270496797
automake,108315,0.39,macos,30,66707,0.76,61.58611457323547
libmpc,107523,0.39,macos,30,4610,0.05,4.287454777117454
cairo,106626,0.39,macos,30,10194,0.12,9.560519948230263
autoconf,106087,0.39,macos,30,18655,0.21,17.58462394072789
openldap,104124,0.38,macos,30,19500,0.22,18.727670853981788
fontconfig,102989,0.38,macos,30,970,0.01,0.9418481585412034
libyaml,100284,0.37,macos,30,21493,0.25,21.432132743009852
graphite2,97492,0.36,macos,30,551,0.01,0.5651745784269478
gnupg,97010,0.35,macos,30,86811,0.99,89.486650860736
libde265,95730,0.35,macos,30,964,0.01,1.006998850934921
wget,95662,0.35,macos,30,94738,1.08,99.03409922435242
srt,93811,0.34,macos,30,7263,0.08,7.742162432976943
zstd,93073,0.34,macos,30,1157,0.01,1.2431102467955262
libksba,92478,0.34,macos,30,24320,0.28,26.298146586215097
ruby,92073,0.34,macos,30,61191,0.7,66.45922257339285
lzo,90809,0.33,macos,30,378,0.0,0.41625830038872796
gdk-pixbuf,90186,0.33,macos,30,23315,0.27,25.852127824717808
ruby-build,89917,0.33,macos,30,28013,0.32,31.15428673109645
lz4,88371,0.32,macos,30,3903,0.04,4.416607258037139
curl,87510,0.32,macos,30,53245,0.61,60.844474917152326
libomp,87499,0.32,macos,30,10778,0.12,12.3178550612007
rubberband,86987,0.32,macos,30,812,0.01,0.933472817777369
ghostscript,85951,0.31,macos,30,13738,0.16,15.983525497085548
qt,85155,0.31,macos,30,19115,0.22,22.44730197874464
mpfr,85089,0.31,macos,30,1841,0.02,2.1636169187556558
mysql,85079,0.31,macos,30,83384,0.95,98.00773398841078
rtmpdump,84011,0.31,macos,30,1044,0.01,1.2426944090654795
rav1e,83968,0.31,macos,30,228,0.0,0.2715320121951219
gcc,82959,0.3,macos,30,37620,0.43,45.347701876830726
ncurses,82382,0.3,macos,30,1635,0.02,1.9846568425141413
vim,81314,0.3,macos,30,80078,0.92,98.47996654942568
utf8proc,81206,0.3,macos,30,2139,0.02,2.6340418195699824
htop,80125,0.29,macos,30,79458,0.91,99.16755070202808
sphinx-doc,79991,0.29,macos,30,26950,0.31,33.69129027015539
pyenv,79450,0.29,macos,30,77521,0.89,97.5720578980491
libgcrypt,79400,0.29,macos,30,3695,0.04,4.653652392947103
libvorbis,78364,0.29,macos,30,1232,0.01,1.5721504772599662
jasper,77728,0.28,macos,30,2416,0.03,3.108275010292301
openjpeg,77209,0.28,macos,30,506,0.01,0.6553640119675168
openblas,77190,0.28,macos,30,13271,0.15,17.192641533877445
leptonica,77175,0.28,macos,30,2850,0.03,3.69290573372206
libvpx,75523,0.28,macos,30,1283,0.01,1.6988202269507302
libgpg-error,74919,0.27,macos,30,759,0.01,1.0130941416730068
unixodbc,72067,0.26,macos,30,5977,0.07,8.293671167108386
libheif,69987,0.25,macos,30,11937,0.14,17.056024690299626
zsh,69904,0.25,macos,30,64545,0.74,92.33377203021287
lua,69600,0.25,macos,30,8220,0.09,11.810344827586206
brotli,69227,0.25,macos,30,911,0.01,1.3159605356291622
kubernetes-cli,69200,0.25,macos,30,47663,0.55,68.8771676300578
dav1d,69099,0.25,macos,30,291,0.0,0.4211348934137976
gd,68781,0.25,macos,30,3076,0.04,4.472165278201829
php,66884,0.24,macos,30,65450,0.75,97.85598947431374
tmux,66448,0.24,macos,30,63357,0.73,95.34824223452925
ilmbase,66438,0.24,macos,30,847,0.01,1.2748728137511665
netpbm,66240,0.24,macos,30,4785,0.05,7.223731884057971
openexr,66235,0.24,macos,30,1895,0.02,2.8610251377670415
librsvg,64950,0.24,macos,30,19145,0.22,29.476520400307933
libxml2,64648,0.24,macos,30,40475,0.46,62.60827867838139
sdl2,64269,0.23,macos,30,5786,0.07,9.002785168588277
snappy,64057,0.23,macos,30,3194,0.04,4.986184179714941
giflib,63818,0.23,macos,30,1187,0.01,1.8599768090507383
libassuan,62806,0.23,macos,30,1269,0.01,2.020507594815782
isl,62703,0.23,macos,30,1512,0.02,2.4113678771350653
nvm,60436,0.22,macos,30,59927,0.69,99.15778674961943
libogg,58758,0.21,macos,30,555,0.01,0.9445522311855408
tesseract,57571,0.21,macos,30,5133,0.06,8.915947265116117
frei0r,57020,0.21,macos,30,279,0.0,0.4893019992984918
flac,56596,0.21,macos,30,675,0.01,1.1926637924941692
libssh2,55788,0.2,macos,30,2603,0.03,4.6658779665877965
xvid,55017,0.2,macos,30,563,0.01,1.0233200647072722
opus,53815,0.2,macos,30,666,0.01,1.237573167332528
gradle,52462,0.19,macos,30,51030,0.58,97.27040524570165
libzip,52154,0.19,macos,30,5284,0.06,10.131533535299306
boost,52058,0.19,macos,30,16436,0.19,31.572476852741172
libvidstab,51430,0.19,macos,30,197,0.0,0.38304491541901614
libusb,50240,0.18,macos,30,4858,0.06,9.669585987261147
pandoc,49580,0.18,macos,30,33389,0.38,67.34368697055264
ansible,49460,0.18,macos,30,48471,0.55,98.00040436716539
nss,49270,0.18,macos,30,7176,0.08,14.564643799472297
docbook,49101,0.18,macos,30,446,0.01,0.9083318058695342
docbook-xsl,48782,0.18,macos,30,478,0.01,0.9798696240416547
shared-mime-info,48612,0.18,macos,30,1767,0.02,3.634904961737843
coreutils,48541,0.18,macos,30,44679,0.51,92.04383922869327
libsamplerate,48198,0.18,macos,30,440,0.01,0.9129009502468982
libsoxr,48160,0.18,macos,30,295,0.0,0.6125415282392027
lame,48144,0.18,macos,30,814,0.01,1.690761050182785
xmlto,47510,0.17,macos,30,232,0.0,0.4883182487897285
opencore-amr,47422,0.17,macos,30,224,0.0,0.4723546033486567
liblqr,47201,0.17,macos,30,232,0.0,0.49151501027520605
composer,46943,0.17,macos,30,46119,0.53,98.24467971795582
theora,46731,0.17,macos,30,330,0.0,0.7061693522501123
speex,46722,0.17,macos,30,281,0.0,0.6014297333162109
nginx,46358,0.17,macos,30,45827,0.52,98.85456663359075
gh,46127,0.17,macos,30,46094,0.53,99.92845838662822
redis,45755,0.17,macos,30,44675,0.51,97.63960222926457
watchman,45753,0.17,macos,30,45414,0.52,99.25906497934561
nmap,45647,0.17,macos,30,44536,0.51,97.5661051109602
mongodb/brew/mongodb-database-tools,44866,0.16,macos,30,3184,0.04,7.096687915125038
numpy,44596,0.16,macos,30,19485,0.22,43.69225939546148
heroku/brew/heroku,44146,0.16,macos,30,43375,0.5,98.25352240293572
libmetalink,41587,0.15,macos,30,47,0.0,0.11301608675788108
jq,40441,0.15,macos,30,39510,0.45,97.69788086348014
helm,40096,0.15,macos,30,39149,0.45,97.63816839584996
poppler,39706,0.14,macos,30,21322,0.24,53.69969274165114
ninja,39516,0.14,macos,30,15091,0.17,38.18959408847049
curl-openssl,39200,0.14,macos,30,12431,0.14,31.711734693877553
graphviz,38973,0.14,macos,30,32046,0.37,82.22615656993302
apr-util,38629,0.14,macos,30,3106,0.04,8.040591265629448
adns,37349,0.14,macos,30,608,0.01,1.6278882968754183
azure-cli,37242,0.14,macos,30,36910,0.42,99.10853337629558
erlang,37027,0.13,macos,30,15077,0.17,40.71893483133929
apr,36620,0.13,macos,30,590,0.01,1.6111414527580556
telnet,36521,0.13,macos,30,36465,0.42,99.84666356342926
minikube,35745,0.13,macos,30,31502,0.36,88.12980836480627
eigen,35455,0.13,macos,30,4498,0.05,12.68650401917924
cocoapods,35133,0.13,macos,30,35047,0.4,99.75521589388893
pyqt,34540,0.13,macos,30,10845,0.12,31.39837869137232
perl,34437,0.13,macos,30,3066,0.04,8.903214565728721
maven,33268,0.12,macos,30,32857,0.38,98.76457857400504
fzf,32862,0.12,macos,30,31512,0.36,95.89191163045463
docker,32570,0.12,macos,30,31009,0.36,95.20724593183911
zlib,31838,0.12,macos,30,31128,0.36,97.7699604246498
terraform,31550,0.11,macos,30,30254,0.35,95.89223454833598
pipenv,31476,0.11,macos,30,31224,0.36,99.19939001143729
gts,30833,0.11,macos,30,1388,0.02,4.501670288327441
unrar,30760,0.11,macos,30,24737,0.28,80.41937581274382
python@3.7,29815,0.11,macos,30,23866,0.27,80.04695623008553
openjdk@11,29766,0.11,macos,30,13785,0.16,46.31122757508567
mongodb/brew/mongodb-community,29144,0.11,macos,30,29132,0.33,99.958825144112
subversion,29002,0.11,macos,30,27226,0.31,93.8762843941797
nspr,28981,0.11,macos,30,331,0.0,1.142127600841931
aspell,28624,0.1,macos,30,1317,0.02,4.6010340972610395
hdf5,28299,0.1,macos,30,3833,0.04,13.544648220785186
libsodium,28087,0.1,macos,30,1492,0.02,5.312066080393064
git-lfs,28023,0.1,macos,30,27349,0.31,97.59483281590123
tbb,27825,0.1,macos,30,5714,0.07,20.53548966756514
hwloc,27706,0.1,macos,30,1813,0.02,6.543708943911067
sip,26938,0.1,macos,30,2644,0.03,9.815131041651199
bash,26901,0.1,macos,30,23009,0.26,85.53213635180849
mysql@5.7,26603,0.1,macos,30,25962,0.3,97.59049731233318
tree,25097,0.09,macos,30,23499,0.27,93.63270510419572
gnu-sed,24300,0.09,macos,30,16853,0.19,69.35390946502058
mysql-client,24268,0.09,macos,30,21520,0.25,88.6764463491017
aws/tap/aws-sam-cli,24188,0.09,macos,30,24178,0.28,99.95865718538118
rbenv,23518,0.09,macos,30,23303,0.27,99.08580661620886
hugo,23392,0.09,macos,30,23125,0.26,98.85858413132695
opencv,23389,0.09,macos,30,21733,0.25,92.91974859976912
argon2,23368,0.09,macos,30,134,0.0,0.5734337555631632
gtk+3,22843,0.08,macos,30,10174,0.12,44.53880838768988
emacs,22766,0.08,macos,30,14168,0.16,62.23315470438373
pinentry,22720,0.08,macos,30,285,0.0,1.2544014084507042
npth,22301,0.08,macos,30,149,0.0,0.6681314739249361
vtk,22081,0.08,macos,30,4108,0.05,18.604229880893076
imagemagick@6,22022,0.08,macos,30,13913,0.16,63.17773135954954
php@7.3,21870,0.08,macos,30,21789,0.25,99.62962962962963
tidy-html5,21866,0.08,macos,30,494,0.01,2.2592152199762188
bison,21681,0.08,macos,30,13915,0.16,64.18061897513952
bat,21331,0.08,macos,30,20896,0.24,97.96071445314331
sbt,21279,0.08,macos,30,20356,0.23,95.66239014991305
libuv,20914,0.08,macos,30,1712,0.02,8.18590417901884
libx11,20832,0.08,macos,30,415,0.0,1.9921274961597544
msgpack,20710,0.08,macos,30,343,0.0,1.65620473201352
gnuplot,20601,0.08,macos,30,14911,0.17,72.37998155429348
popt,20597,0.08,macos,30,238,0.0,1.15550808370151
pugixml,20589,0.07,macos,30,409,0.0,1.986497644373209
netcdf,20536,0.07,macos,30,1168,0.01,5.6875730424620174
gdal,20483,0.07,macos,30,15614,0.18,76.22906800761608
libidn,20227,0.07,macos,30,522,0.01,2.5807089533791467
heroku/brew/heroku-node,20217,0.07,macos,30,41,0.0,0.2027996240787456
ccache,20029,0.07,macos,30,18265,0.21,91.19277048279994
libssh,19764,0.07,macos,30,7011,0.08,35.473588342440806
mercurial,19342,0.07,macos,30,18120,0.21,93.68214248785027
szip,19237,0.07,macos,30,398,0.0,2.0689296667879606
glew,19093,0.07,macos,30,3031,0.03,15.874927984077935
gsettings-desktop-schemas,18662,0.07,macos,30,4537,0.05,24.311435001607546
geos,18532,0.07,macos,30,5848,0.07,31.556227066695445
fastlane,18282,0.07,macos,30,17135,0.2,93.72606935783831
proj,18099,0.07,macos,30,1971,0.02,10.890104425658876
gl2ps,18026,0.07,macos,30,173,0.0,0.9597248418950405
httpd,17910,0.07,macos,30,14468,0.17,80.7816862088219
carthage,17891,0.07,macos,30,17521,0.2,97.9319210776368
open-mpi,17338,0.06,macos,30,6252,0.07,36.05952243626716
mariadb,17290,0.06,macos,30,17134,0.2,99.09774436090225
httpie,17145,0.06,macos,30,16987,0.19,99.07844852726743
jsoncpp,17060,0.06,macos,30,642,0.01,3.7631887456037516
zeromq,16968,0.06,macos,30,3009,0.03,17.733380480905232
expat,16965,0.06,macos,30,983,0.01,5.794282346006484
libspatialite,16893,0.06,macos,30,5006,0.06,29.633576037411945
libplist,16691,0.06,macos,30,1734,0.02,10.388832304834942
groonga,16625,0.06,macos,30,3439,0.04,20.685714285714283
json-c,16482,0.06,macos,30,746,0.01,4.526149739109331
php@7.2,16149,0.06,macos,30,16075,0.18,99.54176729209239
node@12,16057,0.06,macos,30,15449,0.18,96.21348944385626
double-conversion,15959,0.06,macos,30,259,0.0,1.6229087035528542
wxmac,15777,0.06,macos,30,1939,0.02,12.29004246688217
libxcb,15744,0.06,macos,30,56,0.0,0.35569105691056907
libcerf,15452,0.06,macos,30,217,0.0,1.4043489515920269
atk,15366,0.06,macos,30,1545,0.02,10.054666146036704
ceres-solver,15322,0.06,macos,30,2025,0.02,13.216290301527216
protobuf-c,15210,0.06,macos,30,1301,0.01,8.553583168967785
vala,15182,0.06,macos,30,3648,0.04,24.028454749044922
xorgproto,15129,0.06,macos,30,14,0.0,0.09253751074096107
libpthread-stubs,15123,0.06,macos,30,64,0.0,0.42319645572968323
swig,15112,0.06,macos,30,11271,0.13,74.58311275807306
libxau,15090,0.05,macos,30,4,0.0,0.026507620941020542
libxdmcp,15085,0.05,macos,30,3,0.0,0.019887305270135897
highlight,14936,0.05,macos,30,5836,0.07,39.07337975361543
libusbmuxd,14933,0.05,macos,30,7083,0.08,47.43186231835532
ipython,14848,0.05,macos,30,8488,0.1,57.165948275862064
suite-sparse,14804,0.05,macos,30,916,0.01,6.1875168873277495
wimlib,14775,0.05,macos,30,14758,0.17,99.88494077834179
libxext,14656,0.05,macos,30,62,0.0,0.42303493449781665
dart-lang/dart/dart,14504,0.05,macos,30,9938,0.11,68.51902923331494
llvm,14191,0.05,macos,30,11661,0.13,82.17179902755267
minizip,14173,0.05,macos,30,217,0.0,1.5310802229591476
librttopo,14032,0.05,macos,30,19,0.0,0.1354047890535918
direnv,14002,0.05,macos,30,13902,0.16,99.28581631195543
scala,13616,0.05,macos,30,13065,0.15,95.9532902467685
cfitsio,13591,0.05,macos,30,369,0.0,2.715032006474873
php@7.4,13107,0.05,macos,30,13057,0.15,99.61852445258259
vde,13043,0.05,macos,30,363,0.0,2.7831020470750594
grep,12997,0.05,macos,30,11992,0.14,92.26744633376933
openjdk@8,12942,0.05,macos,30,3357,0.04,25.938803894297635
cask,12919,0.05,macos,30,12865,0.15,99.58201099156283
watch,12873,0.05,macos,30,12483,0.14,96.97040316942437
tcl-tk,12799,0.05,macos,30,4104,0.05,32.06500507852176
libvterm,12680,0.05,macos,30,420,0.0,3.3123028391167195
docker-compose,12632,0.05,macos,30,12522,0.14,99.12919569347687
postgresql@12,12538,0.05,macos,30,12322,0.14,98.2772371989153
neovim,12521,0.05,macos,30,12486,0.14,99.72046961105343
gdb,12333,0.04,macos,30,12026,0.14,97.51074353360902
rust,12295,0.04,macos,30,6390,0.07,51.97234648230988
swiftlint,12263,0.04,macos,30,12181,0.14,99.33132186251325
jupyterlab,12198,0.04,macos,30,12192,0.14,99.9508116084604
meson,12053,0.04,macos,30,4033,0.05,33.4605492408529
p7zip,12049,0.04,macos,30,9056,0.1,75.15976429579219
mitmproxy,11878,0.04,macos,30,11773,0.13,99.11601279676712
mosh,11739,0.04,macos,30,11425,0.13,97.32515546469035
libepoxy,11730,0.04,macos,30,134,0.0,1.1423699914748509
ack,11697,0.04,macos,30,11539,0.13,98.6492262973412
macvim,11676,0.04,macos,30,11480,0.13,98.32134292565947
memcached,11641,0.04,macos,30,10587,0.12,90.94579503479082
cunit,11438,0.04,macos,30,337,0.0,2.9463192865885643
python@2,11359,0.04,macos,30,4471,0.05,39.36085923056607
freexl,11334,0.04,macos,30,98,0.0,0.8646550202929238
cgal,11128,0.04,macos,30,2219,0.03,19.940690150970525
zsh-syntax-highlighting,11121,0.04,macos,30,11093,0.13,99.74822408056829
pre-commit,11051,0.04,macos,30,11039,0.13,99.89141254185142
mono,11043,0.04,macos,30,8518,0.1,77.13483654803949
gflags,11035,0.04,macos,30,572,0.01,5.183507023108292
node-build,10923,0.04,macos,30,5066,0.06,46.3791998535201
jenv,10905,0.04,macos,30,10857,0.12,99.55983493810179
node@10,10650,0.04,macos,30,8896,0.1,83.53051643192488
fftw,10644,0.04,macos,30,3831,0.04,35.99210822998873
hicolor-icon-theme,10483,0.04,macos,30,57,0.0,0.5437374797290851
dnsmasq,10464,0.04,macos,30,10342,0.12,98.83409785932722
findutils,10413,0.04,macos,30,10289,0.12,98.80918083165274
rabbitmq,10406,0.04,macos,30,10338,0.12,99.34653084758793
zsh-completions,10396,0.04,macos,30,10212,0.12,98.23008849557522
jmeter,10303,0.04,macos,30,10145,0.12,98.4664660778414
libimobiledevice,10182,0.04,macos,30,7213,0.08,70.84069927322726
metis,10153,0.04,macos,30,133,0.0,1.309957647985817
pyenv-virtualenv,10132,0.04,macos,30,10091,0.12,99.59534149230161
certbot,10061,0.04,macos,30,10004,0.11,99.43345591889474
midnight-commander,10059,0.04,macos,30,9950,0.11,98.91639327965007
ant,10033,0.04,macos,30,8317,0.1,82.89644174225057
postgis,10010,0.04,macos,30,9888,0.11,98.78121878121878
fd,9883,0.04,macos,30,9876,0.11,99.92917130425984
dialog,9862,0.04,macos,30,1523,0.02,15.44311498681809
pkcs11-helper,9790,0.04,macos,30,1466,0.02,14.974463738508682
openvpn,9780,0.04,macos,30,9476,0.11,96.89161554192229
py3cairo,9761,0.04,macos,30,3046,0.03,31.205819075914356
git-gui,9752,0.04,macos,30,9747,0.11,99.94872846595571
pygobject3,9729,0.04,macos,30,4176,0.05,42.92321924144311
blueutil,9661,0.04,macos,30,9617,0.11,99.54456060449229
node@14,9642,0.04,macos,30,9391,0.11,97.39680564198298
vapoursynth,9626,0.04,macos,30,1653,0.02,17.172241845003118
bash-completion,9585,0.03,macos,30,8725,0.1,91.02764736567553
mkcert,9561,0.03,macos,30,8169,0.09,85.44085346721054
libpsl,9533,0.03,macos,30,944,0.01,9.902444141403546
scrcpy,9394,0.03,macos,30,9388,0.11,99.93612944432616
mpv,9311,0.03,macos,30,8614,0.1,92.51423048007733
luajit,9281,0.03,macos,30,543,0.01,5.850662644111626
plantuml,9216,0.03,macos,30,9157,0.1,99.35980902777779
weaveworks/tap/eksctl,9189,0.03,macos,30,9178,0.11,99.88029165306345
gpgme,9100,0.03,macos,30,3770,0.04,41.42857142857143
nasm,8979,0.03,macos,30,3676,0.04,40.93997104354605
putty,8971,0.03,macos,30,8924,0.1,99.47608962211571
elixir,8847,0.03,macos,30,8705,0.1,98.39493613654346
postgresql@11,8826,0.03,macos,30,8792,0.1,99.61477452979832
gstreamer,8753,0.03,macos,30,5177,0.06,59.14543585056552
doxygen,8723,0.03,macos,30,5444,0.06,62.40972142611487
glog,8687,0.03,macos,30,720,0.01,8.288246805571543
vault,8674,0.03,macos,30,8350,0.1,96.2646991007609
sdl,8664,0.03,macos,30,3191,0.04,36.83056325023084
aws-iam-authenticator,8627,0.03,macos,30,4789,0.05,55.511765387736176
adwaita-icon-theme,8580,0.03,macos,30,3136,0.04,36.55011655011655
libmagic,8552,0.03,macos,30,2299,0.03,26.88260056127222
libtermkey,8472,0.03,macos,30,104,0.0,1.2275731822474032
wireshark,8434,0.03,macos,30,7299,0.08,86.5425658050747
libarchive,8420,0.03,macos,30,1266,0.01,15.03562945368171
xerces-c,8409,0.03,macos,30,388,0.0,4.61410393625877
qscintilla2,8393,0.03,macos,30,1088,0.01,12.963183605385439
fish,8387,0.03,macos,30,8326,0.1,99.27268391558364
ssh-copy-id,8365,0.03,macos,30,6965,0.08,83.26359832635984
libdap,8329,0.03,macos,30,1546,0.02,18.561652059070717
libgeotiff,8320,0.03,macos,30,472,0.01,5.673076923076923
unibilium,8146,0.03,macos,30,28,0.0,0.3437269825681316
luarocks,8039,0.03,macos,30,5907,0.07,73.47928846871501
libxrender,8023,0.03,macos,30,32,0.0,0.39885329677178116
libcaca,7965,0.03,macos,30,1634,0.02,20.514752040175768
binutils,7962,0.03,macos,30,6807,0.08,85.49359457422759
glib-networking,7859,0.03,macos,30,3141,0.04,39.96691691054842
libb2,7832,0.03,macos,30,22,0.0,0.2808988764044944
rustup-init,7832,0.03,macos,30,7695,0.09,98.25076608784474
thefuck,7825,0.03,macos,30,7736,0.09,98.8626198083067
exa,7813,0.03,macos,30,7807,0.09,99.92320491488545
qemu,7796,0.03,macos,30,7745,0.09,99.34581836839405
grpc,7792,0.03,macos,30,4437,0.05,56.94301848049281
parallel,7720,0.03,macos,30,7369,0.08,95.45336787564767
k9s,7708,0.03,macos,30,7699,0.09,99.88323819408407
sundials,7687,0.03,macos,30,1606,0.02,20.892415766879147
ripgrep,7676,0.03,macos,30,7220,0.08,94.05940594059405
docker-machine,7671,0.03,macos,30,6385,0.07,83.23556250814757
sfcgal,7646,0.03,macos,30,637,0.01,8.331153544336908
s-lang,7623,0.03,macos,30,107,0.0,1.4036468581923127
pybind11,7559,0.03,macos,30,1688,0.02,22.330996163513692
ldns,7511,0.03,macos,30,2645,0.03,35.215017973638666
mtr,7486,0.03,macos,30,7257,0.08,96.94095645204382
ideviceinstaller,7482,0.03,macos,30,7462,0.09,99.73269179363807
libsoup,7459,0.03,macos,30,2308,0.03,30.942485587880412
tomcat,7425,0.03,macos,30,6954,0.08,93.65656565656566
neofetch,7373,0.03,macos,30,7368,0.08,99.93218499932185
graphicsmagick,7336,0.03,macos,30,4344,0.05,59.214830970556164
kubectx,7321,0.03,macos,30,7158,0.08,97.77352820652916
kotlin,7300,0.03,macos,30,6880,0.08,94.24657534246576
stern,7284,0.03,macos,30,7026,0.08,96.45799011532125
octave,7274,0.03,macos,30,7214,0.08,99.1751443497388
gawk,7260,0.03,macos,30,5982,0.07,82.39669421487604
re2,7231,0.03,macos,30,707,0.01,9.777347531461762
ios-deploy,7121,0.03,macos,30,7084,0.08,99.48041005476759
bazel,7111,0.03,macos,30,6962,0.08,97.90465476023063
clang-format,7110,0.03,macos,30,5758,0.07,80.9845288326301
mecab,7076,0.03,macos,30,690,0.01,9.751271905031091
mecab-ipadic,7009,0.03,macos,30,648,0.01,9.245256099300898
xcodegen,6918,0.03,macos,30,6906,0.08,99.82653946227234
mysql@5.6,6907,0.03,macos,30,6892,0.08,99.78282901404373
openssh,6881,0.03,macos,30,6760,0.08,98.2415346606598
mas,6876,0.03,macos,30,6779,0.08,98.5892961023851
zabbix,6776,0.02,macos,30,6772,0.08,99.9409681227863
dos2unix,6767,0.02,macos,30,6401,0.07,94.5913994384513
fontforge,6760,0.02,macos,30,5017,0.06,74.21597633136095
librdkafka,6732,0.02,macos,30,4208,0.05,62.50742721330956
gst-plugins-base,6729,0.02,macos,30,3416,0.04,50.76534403328875
rclone,6693,0.02,macos,30,6540,0.07,97.71402958314657
libimobiledevice --HEAD,6689,0.02,macos,30,6667,0.08,99.67110180894005
rsync,6649,0.02,macos,30,6387,0.07,96.05955782824485
autojump,6642,0.02,macos,30,6474,0.07,97.4706413730804
gtk+,6593,0.02,macos,30,2903,0.03,44.031548612164414
glibmm,6545,0.02,macos,30,2351,0.03,35.9205500381971
zookeeper,6508,0.02,macos,30,1818,0.02,27.93484941610326
kustomize,6503,0.02,macos,30,6427,0.07,98.83130862678765
elasticsearch,6492,0.02,macos,30,6312,0.07,97.22735674676525
circleci,6469,0.02,macos,30,6466,0.07,99.95362498067708
r,6461,0.02,macos,30,6245,0.07,96.65686426249806
tor,6457,0.02,macos,30,6224,0.07,96.39151308657271
orc,6448,0.02,macos,30,98,0.0,1.5198511166253101
figlet,6410,0.02,macos,30,6408,0.07,99.96879875195009
lftp,6394,0.02,macos,30,6267,0.07,98.0137629027213
hashicorp/tap/terraform,6389,0.02,macos,30,6388,0.07,99.98434809829394
