formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
linuxbrew/fonts/font-arial,2,0.0,linux,90,2,0.0,100.0
linuxbrew/fonts/font-fira-mono-for-powerline --HEAD,2,0.0,linux,90,2,0.0,100.0
linuxbrew/fonts/font-noto-sans-cjk --HEAD,2,0.0,linux,90,2,0.0,100.0
linuxbrew/fonts/font-noto-serif-cjk --HEAD,2,0.0,linux,90,2,0.0,100.0
linuxbrew/fonts/font-roboto --HEAD,2,0.0,linux,90,2,0.0,100.0
linuxbrew/fonts/font-source-sans-pro,2,0.0,linux,90,2,0.0,100.0
linuxbrew/fonts/font-victor-mono --HEAD,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/font-alias,2,0.0,linux,90,1,0.0,50.0
linuxbrew/xorg/font-sony-misc,2,0.0,linux,90,1,0.0,50.0
linuxbrew/xorg/font-util,2,0.0,linux,90,1,0.0,50.0
linuxbrew/xorg/libsha1,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/libva-intel-driver,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/libva-utils,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/libvdpau-va-gl,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/pciutils,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/xcursor-themes,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/xorg-apps,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/xorg-docs,2,0.0,linux,90,2,0.0,100.0
linuxbrew/xorg/xorg-sgml-doctools,2,0.0,linux,90,2,0.0,100.0
linuxkit/linuxkit/linuxkit,2,0.0,linux,90,2,0.0,100.0
little-angry-clouds/my-brews/kbenv,2,0.0,linux,90,2,0.0,100.0
liudangyi/i386-jos-elf-gcc/i386-jos-elf-gcc,2,0.0,linux,90,2,0.0,100.0
lizard-analyzer,2,0.0,linux,90,2,0.0,100.0
loadimpact/k6/k6,2,0.0,linux,90,2,0.0,100.0
lokalise/brew/lokalise,2,0.0,linux,90,2,0.0,100.0
loopperfect/lp/buckaroo@2.2.0,2,0.0,linux,90,2,0.0,100.0
ltu-eigen,2,0.0,linux,90,2,0.0,100.0
ltu-hdf5,2,0.0,linux,90,2,0.0,100.0
lukechilds/tap/umbrel-dev,2,0.0,linux,90,2,0.0,100.0
lzfse,2,0.0,linux,90,2,0.0,100.0
macmade/tap/unicorn-bios --HEAD,2,0.0,linux,90,2,0.0,100.0
macos-trash,2,0.0,linux,90,2,0.0,100.0
macosvpn,2,0.0,linux,90,2,0.0,100.0
man-db,2,0.0,linux,90,2,0.0,100.0
maoueh/tap/zap-pretty,2,0.0,linux,90,2,0.0,100.0
mapbox/cli/mapbox,2,0.0,linux,90,2,0.0,100.0
mapnik,2,0.0,linux,90,2,0.0,100.0
mask,2,0.0,linux,90,2,0.0,100.0
masscan,2,0.0,linux,90,2,0.0,100.0
masutaka/github-nippou/github-nippou,2,0.0,linux,90,2,0.0,100.0
maven-shell,2,0.0,linux,90,2,0.0,100.0
mbelib --HEAD,2,0.0,linux,90,2,0.0,100.0
mdp,2,0.0,linux,90,2,0.0,100.0
mecab-unidic,2,0.0,linux,90,2,0.0,100.0
menhir,2,0.0,linux,90,2,0.0,100.0
metanorma,2,0.0,linux,90,2,0.0,100.0
mgrachev/tap/dotenv-linter,2,0.0,linux,90,2,0.0,100.0
microsoft/bedrock/bedrock-cli,2,0.0,linux,90,2,0.0,100.0
microsoft/vscodespaces/codespaces,2,0.0,linux,90,2,0.0,100.0
mikessh/repseq/migmap-linux,2,0.0,linux,90,2,0.0,100.0
milaboratory/all/mitools,2,0.0,linux,90,2,0.0,100.0
mimium-org/mimium/mimium,2,0.0,linux,90,2,0.0,100.0
minamijoyo/hcledit/hcledit,2,0.0,linux,90,2,0.0,100.0
minamijoyo/tfschema/tfschema,2,0.0,linux,90,2,0.0,100.0
mistertea/et/et --HEAD,2,0.0,linux,90,2,0.0,100.0
mksh,2,0.0,linux,90,2,0.0,100.0
mkvalidator,2,0.0,linux,90,2,0.0,100.0
mongoose,2,0.0,linux,90,2,0.0,100.0
mpack,2,0.0,linux,90,2,0.0,100.0
mpdas,2,0.0,linux,90,2,0.0,100.0
mpfi,2,0.0,linux,90,2,0.0,100.0
mrtazz/oss/restclient-cpp,2,0.0,linux,90,2,0.0,100.0
msgpack-tools,2,0.0,linux,90,2,0.0,100.0
mykolaharmash/git-jump/git-jump,2,0.0,linux,90,2,0.0,100.0
mysql-connector-c++@1.1,2,0.0,linux,90,2,0.0,100.0
nativeos/i386-elf-toolchain/i386-elf-grub,2,0.0,linux,90,2,0.0,100.0
ncrack,2,0.0,linux,90,2,0.0,100.0
negfix8,2,0.0,linux,90,2,0.0,100.0
nesc,2,0.0,linux,90,2,0.0,100.0
nest,2,0.0,linux,90,2,0.0,100.0
netlify/git-credential-netlify/git-credential-netlify,2,0.0,linux,90,2,0.0,100.0
netris,2,0.0,linux,90,2,0.0,100.0
nextdns,2,0.0,linux,90,2,0.0,100.0
nfon-christophe/stdenv/docfx,2,0.0,linux,90,2,0.0,100.0
nginx/unit/unit-java,2,0.0,linux,90,2,0.0,100.0
nifi,2,0.0,linux,90,2,0.0,100.0
nift,2,0.0,linux,90,2,0.0,100.0
nitishm/engarde/engarde,2,0.0,linux,90,2,0.0,100.0
nq,2,0.0,linux,90,2,0.0,100.0
nttpc/tap/anymotion-cli,2,0.0,linux,90,2,0.0,100.0
nv,2,0.0,linux,90,2,0.0,100.0
nvc,2,0.0,linux,90,2,0.0,100.0
ocaml --HEAD,2,0.0,linux,90,2,0.0,100.0
ocrad,2,0.0,linux,90,1,0.0,50.0
octavore/tools/lightproxy,2,0.0,linux,90,2,0.0,100.0
oha,2,0.0,linux,90,2,0.0,100.0
olafurpg/scalafmt/scalafmt --HEAD,2,0.0,linux,90,2,0.0,100.0
onioncat,2,0.0,linux,90,2,0.0,100.0
onnxruntime,2,0.0,linux,90,2,0.0,100.0
open-babel --HEAD,2,0.0,linux,90,2,0.0,100.0
open-mesh,2,0.0,linux,90,2,0.0,100.0
open-sp,2,0.0,linux,90,1,0.0,50.0
openhmd,2,0.0,linux,90,2,0.0,100.0
openlibm,2,0.0,linux,90,2,0.0,100.0
openttd,2,0.0,linux,90,2,0.0,100.0
openvdb,2,0.0,linux,90,2,0.0,100.0
ory-hydra,2,0.0,linux,90,2,0.0,100.0
ory/kratos/kratos,2,0.0,linux,90,2,0.0,100.0
ouchxp/nodenv/nodenv-nvmrc,2,0.0,linux,90,2,0.0,100.0
oxipng,2,0.0,linux,90,2,0.0,100.0
packer --HEAD,2,0.0,linux,90,2,0.0,100.0
packr,2,0.0,linux,90,2,0.0,100.0
pandoc --HEAD,2,0.0,linux,90,2,0.0,100.0
par,2,0.0,linux,90,2,0.0,100.0
passpie,2,0.0,linux,90,2,0.0,100.0
path-extractor,2,0.0,linux,90,2,0.0,100.0
paulp/extras/sbtx --HEAD,2,0.0,linux,90,2,0.0,100.0
pcre++,2,0.0,linux,90,2,0.0,100.0
pdf2htmlEX,2,0.0,linux,90,2,0.0,100.0
pdf2svg,2,0.0,linux,90,2,0.0,100.0
pdfcrack,2,0.0,linux,90,2,0.0,100.0
perceptualdiff,2,0.0,linux,90,2,0.0,100.0
percona-server,2,0.0,linux,90,2,0.0,100.0
perkeep,2,0.0,linux,90,2,0.0,100.0
perl --HEAD,2,0.0,linux,90,2,0.0,100.0
petere/postgresql/postgresql@12,2,0.0,linux,90,2,0.0,100.0
phpmd,2,0.0,linux,90,2,0.0,100.0
phpv8/tap/v8@6.8,2,0.0,linux,90,2,0.0,100.0
pkcrack,2,0.0,linux,90,2,0.0,100.0
plentico/plenti/plenti,2,0.0,linux,90,2,0.0,100.0
polyglot,2,0.0,linux,90,1,0.0,50.0
pothosware/pothos/pothosblocks --HEAD,2,0.0,linux,90,2,0.0,100.0
pothosware/pothos/pothospython --HEAD,2,0.0,linux,90,2,0.0,100.0
pothosware/pothos/pothoswidgets,2,0.0,linux,90,2,0.0,100.0
ppsspp,2,0.0,linux,90,2,0.0,100.0
prisma/prisma/prisma,2,0.0,linux,90,2,0.0,100.0
psgrep,2,0.0,linux,90,2,0.0,100.0
psheehan/science/hyperion --HEAD,2,0.0,linux,90,2,0.0,100.0
pth,2,0.0,linux,90,2,0.0,100.0
pulseaudio --HEAD,2,0.0,linux,90,2,0.0,100.0
purplebooth/repo/setup-a-keyring-for-sops,2,0.0,linux,90,2,0.0,100.0
pwncat,2,0.0,linux,90,2,0.0,100.0
qcachegrind,2,0.0,linux,90,2,0.0,100.0
qcor,2,0.0,linux,90,2,0.0,100.0
qdbm,2,0.0,linux,90,2,0.0,100.0
qjson,2,0.0,linux,90,2,0.0,100.0
quilt,2,0.0,linux,90,2,0.0,100.0
quotatool,2,0.0,linux,90,2,0.0,100.0
r3,2,0.0,linux,90,2,0.0,100.0
randomize-lines,2,0.0,linux,90,2,0.0,100.0
raptor,2,0.0,linux,90,1,0.0,50.0
rargs,2,0.0,linux,90,2,0.0,100.0
rbenv-binstubs,2,0.0,linux,90,2,0.0,100.0
rbenv-ctags,2,0.0,linux,90,2,0.0,100.0
rbtools,2,0.0,linux,90,2,0.0,100.0
rdfind,2,0.0,linux,90,2,0.0,100.0
rdump/versions/kubernetes-cli@1.15.3,2,0.0,linux,90,2,0.0,100.0
re-flex,2,0.0,linux,90,2,0.0,100.0
reactiveops/tap/rbac-lookup,2,0.0,linux,90,2,0.0,100.0
recode,2,0.0,linux,90,2,0.0,100.0
redo,2,0.0,linux,90,2,0.0,100.0
redsocks,2,0.0,linux,90,2,0.0,100.0
regina-rexx,2,0.0,linux,90,2,0.0,100.0
remind,2,0.0,linux,90,2,0.0,100.0
remote-cli/remote/remote,2,0.0,linux,90,2,0.0,100.0
repseqio/all/repseqio,2,0.0,linux,90,2,0.0,100.0
resty,2,0.0,linux,90,2,0.0,100.0
rfidresearchgroup/proxmark3/proxmark3 --HEAD --with-blueshark,2,0.0,linux,90,2,0.0,100.0
rhash,2,0.0,linux,90,1,0.0,50.0
ringohub/redis-cli/redis-cli,2,0.0,linux,90,2,0.0,100.0
rkhunter,2,0.0,linux,90,2,0.0,100.0
robvanderleek/backpack/backpack,2,0.0,linux,90,2,0.0,100.0
romkatv/gitstatus/gitstatus,2,0.0,linux,90,2,0.0,100.0
rylan12/development/dev-bottle,2,0.0,linux,90,2,0.0,100.0
sachaos/tap/ac-deck,2,0.0,linux,90,2,0.0,100.0
sambrightman/patience/python@2,2,0.0,linux,90,2,0.0,100.0
samtay/tui/tetris,2,0.0,linux,90,2,0.0,100.0
sane-backends,2,0.0,linux,90,1,0.0,50.0
sashkab/python/python@3.6,2,0.0,linux,90,2,0.0,100.0
sbt@0.13,2,0.0,linux,90,2,0.0,100.0
sbuild,2,0.0,linux,90,2,0.0,100.0
scalastyle,2,0.0,linux,90,2,0.0,100.0
schroedinger,2,0.0,linux,90,1,0.0,50.0
scrypt,2,0.0,linux,90,2,0.0,100.0
scrypt --HEAD,2,0.0,linux,90,2,0.0,100.0
sebglazebrook/aliases/aliases,2,0.0,linux,90,2,0.0,100.0
serf,2,0.0,linux,90,2,0.0,100.0
serialosc,2,0.0,linux,90,2,0.0,100.0
sethkor/tap/s3kor,2,0.0,linux,90,2,0.0,100.0
share-secrets-safely/cli/sheesy,2,0.0,linux,90,2,0.0,100.0
shellharden,2,0.0,linux,90,2,0.0,100.0
sic,2,0.0,linux,90,2,0.0,100.0
sidaf/pentest/aircrack-ng,2,0.0,linux,90,1,0.0,50.0
sidaf/pentest/dirb,2,0.0,linux,90,2,0.0,100.0
sidaf/pentest/dnsrecon,2,0.0,linux,90,2,0.0,100.0
sidaf/pentest/libnl,2,0.0,linux,90,1,0.0,50.0
sidaf/pentest/netdiscover,2,0.0,linux,90,2,0.0,100.0
signal-cli,2,0.0,linux,90,2,0.0,100.0
signify-osx,2,0.0,linux,90,2,0.0,100.0
silk,2,0.0,linux,90,2,0.0,100.0
singular,2,0.0,linux,90,2,0.0,100.0
sipcalc,2,0.0,linux,90,2,0.0,100.0
skymaker,2,0.0,linux,90,2,0.0,100.0
slacknimate,2,0.0,linux,90,2,0.0,100.0
sloc,2,0.0,linux,90,2,0.0,100.0
sloccount,2,0.0,linux,90,2,0.0,100.0
smimesign,2,0.0,linux,90,2,0.0,100.0
smpeg,2,0.0,linux,90,2,0.0,100.0
snap7,2,0.0,linux,90,2,0.0,100.0
snapraid,2,0.0,linux,90,2,0.0,100.0
sntop,2,0.0,linux,90,2,0.0,100.0
sohalsdr/tap/mdmathtool,2,0.0,linux,90,2,0.0,100.0
somagic,2,0.0,linux,90,2,0.0,100.0
somuchforsubtlety/tap/f1viewer,2,0.0,linux,90,2,0.0,100.0
sourcedocs,2,0.0,linux,90,2,0.0,100.0
sourcegraph/src-cli/src-cli,2,0.0,linux,90,2,0.0,100.0
spacehuhntech/huhnitor/huhnitor,2,0.0,linux,90,2,0.0,100.0
spaceman-diff,2,0.0,linux,90,2,0.0,100.0
speech-tools,2,0.0,linux,90,2,0.0,100.0
spin,2,0.0,linux,90,2,0.0,100.0
spirv-cross,2,0.0,linux,90,2,0.0,100.0
spotify/public/helios,2,0.0,linux,90,1,0.0,50.0
springload/tools/cssh,2,0.0,linux,90,2,0.0,100.0
springload/tools/lp-aws-saml,2,0.0,linux,90,2,0.0,100.0
sqitchers/sqitch/sqitch --with-postgres-support,2,0.0,linux,90,2,0.0,100.0
srkomodo/tap/shadowfox-updater,2,0.0,linux,90,2,0.0,100.0
srtp,2,0.0,linux,90,2,0.0,100.0
ssdb,2,0.0,linux,90,2,0.0,100.0
sshtrix,2,0.0,linux,90,2,0.0,100.0
stek29/idevice/ios-kern-utils,2,0.0,linux,90,2,0.0,100.0
stelligent/tap/cfn-nag,2,0.0,linux,90,2,0.0,100.0
stgit,2,0.0,linux,90,2,0.0,100.0
stlink@1.5.1,2,0.0,linux,90,2,0.0,100.0
stone,2,0.0,linux,90,2,0.0,100.0
storm,2,0.0,linux,90,2,0.0,100.0
stormssh-completion,2,0.0,linux,90,2,0.0,100.0
streamripper,2,0.0,linux,90,2,0.0,100.0
strongdm/comply/comply,2,0.0,linux,90,2,0.0,100.0
sunny0826/tap/kubecm,2,0.0,linux,90,2,0.0,100.0
surfraw,2,0.0,linux,90,2,0.0,100.0
suricata,2,0.0,linux,90,2,0.0,100.0
swift-sh,2,0.0,linux,90,2,0.0,100.0
swiftplate,2,0.0,linux,90,2,0.0,100.0
switch-lan-play,2,0.0,linux,90,2,0.0,100.0
sy1vain/ffmpeg/ffmpeg@3.4,2,0.0,linux,90,2,0.0,100.0
t-completion,2,0.0,linux,90,2,0.0,100.0
t-rec,2,0.0,linux,90,2,0.0,100.0
tag,2,0.0,linux,90,2,0.0,100.0
tednaleid/ganda/ganda,2,0.0,linux,90,2,0.0,100.0
tee-clc,2,0.0,linux,90,2,0.0,100.0
tengo,2,0.0,linux,90,2,0.0,100.0
term,2,0.0,linux,90,2,0.0,100.0
terrahub,2,0.0,linux,90,2,0.0,100.0
tetratelabs/getenvoy/envoy,2,0.0,linux,90,2,0.0,100.0
tetratelabs/getenvoy/getenvoy,2,0.0,linux,90,2,0.0,100.0
tgotwig/feroxbuster/feroxbuster,2,0.0,linux,90,2,0.0,100.0
thanos,2,0.0,linux,90,2,0.0,100.0
timberio/brew/vector,2,0.0,linux,90,2,0.0,100.0
timescale/tap/timescaledb --with-oss-only,2,0.0,linux,90,2,0.0,100.0
tinygo-org/tools/tinygo,2,0.0,linux,90,2,0.0,100.0
tinysvm,2,0.0,linux,90,2,0.0,100.0
tldr --HEAD,2,0.0,linux,90,2,0.0,100.0
tlk/imagemagick-x11/imagemagick,2,0.0,linux,90,2,0.0,100.0
tmpwatch,2,0.0,linux,90,2,0.0,100.0
tnk-studio/tools/lazykube,2,0.0,linux,90,2,0.0,100.0
tomee-webprofile,2,0.0,linux,90,2,0.0,100.0
toot,2,0.0,linux,90,2,0.0,100.0
transparencylog/tap/tl,2,0.0,linux,90,2,0.0,100.0
tre,2,0.0,linux,90,2,0.0,100.0
tree-sitter --HEAD,2,0.0,linux,90,2,0.0,100.0
triggermesh/tap/triggermesh,2,0.0,linux,90,2,0.0,100.0
truncate,2,0.0,linux,90,2,0.0,100.0
truss-cli,2,0.0,linux,90,2,0.0,100.0
tth,2,0.0,linux,90,2,0.0,100.0
ttyplot,2,0.0,linux,90,2,0.0,100.0
tueda/form/form@4.0.0,2,0.0,linux,90,2,0.0,100.0
tungduong97/tools/griddb,2,0.0,linux,90,2,0.0,100.0
tunnel,2,0.0,linux,90,2,0.0,100.0
tup,2,0.0,linux,90,2,0.0,100.0
tvnamer,2,0.0,linux,90,2,0.0,100.0
tz-lom/linux/qtcreator,2,0.0,linux,90,2,0.0,100.0
uber/nanoscope/nanoscope,2,0.0,linux,90,2,0.0,100.0
udptunnel,2,0.0,linux,90,2,0.0,100.0
uggconv,2,0.0,linux,90,2,0.0,100.0
um,2,0.0,linux,90,2,0.0,100.0
uni,2,0.0,linux,90,2,0.0,100.0
universal-ctags --HEAD --with-jansson --with-libyaml,2,0.0,linux,90,2,0.0,100.0
uru,2,0.0,linux,90,2,0.0,100.0
utsmannn/android-sepack/sepack,2,0.0,linux,90,2,0.0,100.0
v,2,0.0,linux,90,2,0.0,100.0
vapor-ware/formula/sctl,2,0.0,linux,90,2,0.0,100.0
vert.x,2,0.0,linux,90,2,0.0,100.0
vgrep,2,0.0,linux,90,2,0.0,100.0
vice,2,0.0,linux,90,2,0.0,100.0
virustotal-cli,2,0.0,linux,90,2,0.0,100.0
volt,2,0.0,linux,90,2,0.0,100.0
vorbisgain,2,0.0,linux,90,2,0.0,100.0
vtk --HEAD,2,0.0,linux,90,2,0.0,100.0
wasm3,2,0.0,linux,90,2,0.0,100.0
weaveworks/tap/footloose,2,0.0,linux,90,2,0.0,100.0
web-eid/gtest/gtest,2,0.0,linux,90,2,0.0,100.0
webify,2,0.0,linux,90,2,0.0,100.0
whatmp3,2,0.0,linux,90,2,0.0,100.0
whohas,2,0.0,linux,90,2,0.0,100.0
widelands,2,0.0,linux,90,2,0.0,100.0
with-readline,2,0.0,linux,90,2,0.0,100.0
wonderix/tap/shalm,2,0.0,linux,90,2,0.0,100.0
work,2,0.0,linux,90,2,0.0,100.0
wpscan,2,0.0,linux,90,2,0.0,100.0
wvanlint/twf/twf --HEAD,2,0.0,linux,90,2,0.0,100.0
xflow,2,0.0,linux,90,2,0.0,100.0
xiw/jos/i386-jos-elf-qemu --HEAD,2,0.0,linux,90,2,0.0,100.0
xpdf,2,0.0,linux,90,2,0.0,100.0
xqilla,2,0.0,linux,90,1,0.0,50.0
yangyingchao/extra-apps/gcc@9,2,0.0,linux,90,2,0.0,100.0
yannickfricke/tap/tmux-helpers,2,0.0,linux,90,2,0.0,100.0
youtube-dlc,2,0.0,linux,90,2,0.0,100.0
youyo/tap/awscredswrap,2,0.0,linux,90,2,0.0,100.0
z80oolong/tmux/appimage-tmux@2.9a --with-extract,2,0.0,linux,90,2,0.0,100.0
z80oolong/tmux/appimage-tmux@3.2 --with-extract,2,0.0,linux,90,2,0.0,100.0
z80oolong/tmux/tmux --with-utf8proc,2,0.0,linux,90,2,0.0,100.0
z80oolong/tmux/tmux@2.6,2,0.0,linux,90,2,0.0,100.0
z80oolong/tmux/tmux@2.8,2,0.0,linux,90,2,0.0,100.0
z80oolong/tmux/tmux@3.1c,2,0.0,linux,90,2,0.0,100.0
zenity,2,0.0,linux,90,1,0.0,50.0
zig --HEAD,2,0.0,linux,90,2,0.0,100.0
zpaq,2,0.0,linux,90,2,0.0,100.0
zydis,2,0.0,linux,90,2,0.0,100.0
acarl005/formulas/ls-go,1,0.0,linux,90,1,0.0,100.0
ackerr/tap/lab,1,0.0,linux,90,1,0.0,100.0
adnsio/tap/dotd,1,0.0,linux,90,1,0.0,100.0
advancedtelematic/otaconnect/aktualizr,1,0.0,linux,90,1,0.0,100.0
airsonic/airsonic/airsonic,1,0.0,linux,90,1,0.0,100.0
aj-may/dotdocker/dotdocker,1,0.0,linux,90,1,0.0,100.0
alexellis/alexellis/arkade,1,0.0,linux,90,1,0.0,100.0
amiaopensource/amiaos/ltopers --with-cuny,1,0.0,linux,90,1,0.0,100.0
amiaopensource/amiaos/mkvparse --HEAD,1,0.0,linux,90,1,0.0,100.0
anatolyrugalev/kubecom/kubecom,1,0.0,linux,90,1,0.0,100.0
andrewwillmott/stuff/ev,1,0.0,linux,90,1,0.0,100.0
ankane/brew/pdscan,1,0.0,linux,90,1,0.0,100.0
ansible --HEAD,1,0.0,linux,90,1,0.0,100.0
anycable-go --HEAD,1,0.0,linux,90,1,0.0,100.0
apache-arrow-glib,1,0.0,linux,90,1,0.0,100.0
apache-geode,1,0.0,linux,90,1,0.0,100.0
apcupsd,1,0.0,linux,90,1,0.0,100.0
apjanke/ronn-ng/ronn-ng,1,0.0,linux,90,1,0.0,100.0
appstream-glib,1,0.0,linux,90,1,0.0,100.0
appveyor/brew/appveyor-server,1,0.0,linux,90,1,0.0,100.0
arabica,1,0.0,linux,90,1,0.0,100.0
arene-cli --with-reactor,1,0.0,linux,90,1,0.0,100.0
argus,1,0.0,linux,90,1,0.0,100.0
arm-none-eabi-gcc-921,1,0.0,linux,90,1,0.0,100.0
arm-none-eabi-gcc@7.2.1,1,0.0,linux,90,1,0.0,100.0
arrayfire,1,0.0,linux,90,1,0.0,100.0
arss,1,0.0,linux,90,1,0.0,100.0
asimov,1,0.0,linux,90,1,0.0,100.0
aspectj,1,0.0,linux,90,1,0.0,100.0
assh --HEAD,1,0.0,linux,90,1,0.0,100.0
astronomer/tap/astro@0.13.1,1,0.0,linux,90,1,0.0,100.0
astronomer/tap/astro@0.19.0,1,0.0,linux,90,1,0.0,100.0
asuka,1,0.0,linux,90,1,0.0,100.0
aswrap,1,0.0,linux,90,1,0.0,100.0
asyncplusplus,1,0.0,linux,90,1,0.0,100.0
atasm,1,0.0,linux,90,1,0.0,100.0
aterm,1,0.0,linux,90,1,0.0,100.0
athrunsun/linuxbinary/julia-binary --with-bfsu-mirror,1,0.0,linux,90,1,0.0,100.0
atompaw/repo/atompaw,1,0.0,linux,90,1,0.0,100.0
aurora,1,0.0,linux,90,1,0.0,100.0
autoenv --HEAD,1,0.0,linux,90,1,0.0,100.0
automysqlbackup,1,0.0,linux,90,1,0.0,100.0
autopano-sift-c,1,0.0,linux,90,1,0.0,100.0
avce00,1,0.0,linux,90,1,0.0,100.0
avfs,1,0.0,linux,90,1,0.0,100.0
aws/tap/ec2-metadata-mock,1,0.0,linux,90,1,0.0,100.0
aws/tap/xray-daemon,1,0.0,linux,90,1,0.0,100.0
awsm/tap/awsm,1,0.0,linux,90,1,0.0,100.0
azure-storage-cpp,1,0.0,linux,90,1,0.0,100.0
b43-fwcutter,1,0.0,linux,90,1,0.0,100.0
babeld,1,0.0,linux,90,1,0.0,100.0
backupninja,1,0.0,linux,90,1,0.0,100.0
badtouch,1,0.0,linux,90,1,0.0,100.0
bam,1,0.0,linux,90,1,0.0,100.0
banzaicloud/tap/one-eye,1,0.0,linux,90,1,0.0,100.0
bar,1,0.0,linux,90,1,0.0,100.0
bareos-client,1,0.0,linux,90,1,0.0,100.0
base91,1,0.0,linux,90,1,0.0,100.0
bash-git-prompt --HEAD,1,0.0,linux,90,1,0.0,100.0
bashhub-server/latest/bashhub-server,1,0.0,linux,90,1,0.0,100.0
bashovski/stampede/stampede,1,0.0,linux,90,1,0.0,100.0
bazelbuild/tap/bazel@0.23.2,1,0.0,linux,90,1,0.0,100.0
bazelbuild/tap/bazel@3.4,1,0.0,linux,90,1,0.0,100.0
bbcolors,1,0.0,linux,90,1,0.0,100.0
bbe,1,0.0,linux,90,1,0.0,100.0
bbftp-client,1,0.0,linux,90,1,0.0,100.0
bc-ops-tools,1,0.0,linux,90,1,0.0,100.0
bcal,1,0.0,linux,90,1,0.0,100.0
bcoin,1,0.0,linux,90,1,0.0,100.0
bcpp,1,0.0,linux,90,1,0.0,100.0
bdw-gc --HEAD,1,0.0,linux,90,1,0.0,100.0
beansdb,1,0.0,linux,90,1,0.0,100.0
Bear,1,0.0,linux,90,1,0.0,100.0
bedrock-viz/tap/bedrock-viz,1,0.0,linux,90,1,0.0,100.0
beecrypt,1,0.0,linux,90,1,0.0,100.0
befunge93,1,0.0,linux,90,1,0.0,100.0
bell-sw/liberica/liberica-jdk@15,1,0.0,linux,90,1,0.0,100.0
bell-sw/liberica/liberica-jdk@15-lite,1,0.0,linux,90,1,0.0,100.0
bellecp/fast-p/fast-pdf-finder,1,0.0,linux,90,1,0.0,100.0
bensadeh/circumflex/circumflex,1,0.0,linux,90,1,0.0,100.0
bep/tap/s3deploy,1,0.0,linux,90,1,0.0,100.0
betty,1,0.0,linux,90,1,0.0,100.0
bflad/tap/tfproviderdocs,1,0.0,linux,90,1,0.0,100.0
bfontaine/utils/chromedriver,1,0.0,linux,90,1,0.0,100.0
bfontaine/utils/mvb,1,0.0,linux,90,1,0.0,100.0
bfontaine/utils/up,1,0.0,linux,90,1,0.0,100.0
bfontaine/utils/wpcleaner --HEAD,1,0.0,linux,90,1,0.0,100.0
bgpdump,1,0.0,linux,90,1,0.0,100.0
bgpstream,1,0.0,linux,90,1,0.0,100.0
bgrep,1,0.0,linux,90,1,0.0,100.0
bib-tool,1,0.0,linux,90,1,0.0,100.0
bibclean,1,0.0,linux,90,1,0.0,100.0
bibtexconv,1,0.0,linux,90,1,0.0,100.0
bic,1,0.0,linux,90,1,0.0,100.0
bigfile/tap/bigfile,1,0.0,linux,90,1,0.0,100.0
bigloo,1,0.0,linux,90,1,0.0,100.0
bin,1,0.0,linux,90,1,0.0,100.0
biobakery/biobakery/kneaddata,1,0.0,linux,90,1,0.0,100.0
biobakery/biobakery/picrust,1,0.0,linux,90,1,0.0,100.0
bitchx,1,0.0,linux,90,1,0.0,100.0
bittwist,1,0.0,linux,90,1,0.0,100.0
blackfireio/blackfire/blackfire-php73,1,0.0,linux,90,1,0.0,100.0
blahtexml,1,0.0,linux,90,1,0.0,100.0
blazeblogger,1,0.0,linux,90,1,0.0,100.0
blitz,1,0.0,linux,90,1,0.0,100.0
blitzwave,1,0.0,linux,90,1,0.0,100.0
bltool,1,0.0,linux,90,1,0.0,100.0
bond,1,0.0,linux,90,1,0.0,100.0
bonnie++,1,0.0,linux,90,1,0.0,100.0
bookloupe,1,0.0,linux,90,1,0.0,100.0
boom-completion,1,0.0,linux,90,1,0.0,100.0
borkdude/brew/pod-babashka-hsqldb,1,0.0,linux,90,1,0.0,100.0
bqin,1,0.0,linux,90,1,0.0,100.0
bracketmaster/rtl/yosys --HEAD,1,0.0,linux,90,1,0.0,100.0
braid,1,0.0,linux,90,1,0.0,100.0
brandonlwhite/repo/pipx,1,0.0,linux,90,1,0.0,100.0
brandonskerritt/rustscan/rustscan,1,0.0,linux,90,1,0.0,100.0
brewsci/base/rstudio-server,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/apbspdb2pqr,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/astral,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/bandage,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/breseq,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/delly,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/discovardenovo,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/dssp,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/fastq-pair,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/fraggenescan,1,0.0,linux,90,1,0.0,100.0
brewsci/bio/gmap-gsnap,1,0.0,linux,90,1,0.0,100.0
