formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
pidgin,861,0.0,macos,90,842,0.0,97.79326364692218
libcue,860,0.0,macos,90,12,0.0,1.3953488372093024
eccodes,856,0.0,macos,90,438,0.0,51.16822429906542
flatbuffers,856,0.0,macos,90,803,0.0,93.80841121495327
koekeishiya/formulae/yabai --HEAD,853,0.0,macos,90,836,0.0,98.00703399765534
sleepwatcher,852,0.0,macos,90,811,0.0,95.18779342723005
libgit2-glib,849,0.0,macos,90,275,0.0,32.391048292108366
spdylay,849,0.0,macos,90,602,0.0,70.90694935217904
eye-d3,848,0.0,macos,90,614,0.0,72.40566037735849
libupnp,847,0.0,macos,90,143,0.0,16.883116883116884
ruby-build --HEAD,847,0.0,macos,90,839,0.0,99.05548996458087
ext2fuse,846,0.0,macos,90,815,0.0,96.33569739952719
awscurl,844,0.0,macos,90,843,0.0,99.88151658767772
brewsci/bio/mmtf-cpp,844,0.0,macos,90,6,0.0,0.7109004739336493
perltidy,844,0.0,macos,90,843,0.0,99.88151658767772
riscv/riscv/riscv-gnu-toolchain,842,0.0,macos,90,99,0.0,11.75771971496437
pdflib-lite,841,0.0,macos,90,87,0.0,10.344827586206897
elastic/tap/elasticsearch-oss,840,0.0,macos,90,815,0.0,97.02380952380952
unicorn,839,0.0,macos,90,835,0.0,99.52324195470798
autoenv,838,0.0,macos,90,822,0.0,98.09069212410502
pdf2svg,836,0.0,macos,90,827,0.0,98.92344497607655
lammps,835,0.0,macos,90,826,0.0,98.92215568862277
stress-ng,835,0.0,macos,90,833,0.0,99.76047904191617
ultralist,835,0.0,macos,90,814,0.0,97.48502994011976
jruby,834,0.0,macos,90,798,0.0,95.68345323741008
michaeleisel/zld/zld,831,0.0,macos,90,831,0.0,100.0
svgo,831,0.0,macos,90,831,0.0,100.0
tektoncd-cli,830,0.0,macos,90,830,0.0,100.0
translate-shell,830,0.0,macos,90,822,0.0,99.03614457831326
mysql-connector-c++,829,0.0,macos,90,779,0.0,93.9686369119421
fpc,828,0.0,macos,90,533,0.0,64.3719806763285
kde-ki18n,828,0.0,macos,90,383,0.0,46.256038647343
libgnt,826,0.0,macos,90,12,0.0,1.4527845036319613
xdelta,826,0.0,macos,90,105,0.0,12.711864406779661
wallix/awless/awless,825,0.0,macos,90,818,0.0,99.15151515151514
antibody,824,0.0,macos,90,822,0.0,99.75728155339806
collectd,824,0.0,macos,90,808,0.0,98.05825242718447
git-ftp,823,0.0,macos,90,813,0.0,98.78493317132441
blacktop/tap/ipsw,822,0.0,macos,90,822,0.0,100.0
dosbox-x,822,0.0,macos,90,790,0.0,96.10705596107056
id3lib,822,0.0,macos,90,355,0.0,43.18734793187348
cpprestsdk,821,0.0,macos,90,769,0.0,93.66626065773447
mutagen-io/mutagen/mutagen-beta,821,0.0,macos,90,820,0.0,99.87819732034104
clinfo,819,0.0,macos,90,816,0.0,99.63369963369964
gitg,819,0.0,macos,90,812,0.0,99.14529914529915
sashkab/python/python@3.6,817,0.0,macos,90,815,0.0,99.75520195838433
shyaml,816,0.0,macos,90,806,0.0,98.77450980392157
osrf/simulation/ignition-transport4,815,0.0,macos,90,202,0.0,24.785276073619634
lerna,814,0.0,macos,90,813,0.0,99.87714987714988
cppunit,813,0.0,macos,90,496,0.0,61.00861008610086
depscloud/tap/depscloud-cli,812,0.0,macos,90,812,0.0,100.0
astyle,810,0.0,macos,90,515,0.0,63.580246913580254
robotsandpencils/made/xcodes,810,0.0,macos,90,810,0.0,100.0
crowdin,809,0.0,macos,90,805,0.0,99.50556242274413
yadm,809,0.0,macos,90,808,0.0,99.87639060568603
jsonpp,807,0.0,macos,90,792,0.0,98.14126394052045
pngcheck,807,0.0,macos,90,806,0.0,99.87608426270135
xsv,807,0.0,macos,90,793,0.0,98.26517967781908
fossil,805,0.0,macos,90,773,0.0,96.02484472049689
libu2f-host,805,0.0,macos,90,232,0.0,28.819875776397513
openh264,804,0.0,macos,90,231,0.0,28.73134328358209
nco,803,0.0,macos,90,791,0.0,98.50560398505604
xkeyboardconfig,803,0.0,macos,90,14,0.0,1.7434620174346203
shivammathur/php/php@8.0,802,0.0,macos,90,801,0.0,99.87531172069825
fio,800,0.0,macos,90,791,0.0,98.875
ffmpegthumbnailer,798,0.0,macos,90,706,0.0,88.47117794486216
watchman --HEAD,796,0.0,macos,90,790,0.0,99.2462311557789
gnu-units,795,0.0,macos,90,753,0.0,94.71698113207547
gobuffalo/tap/buffalo,792,0.0,macos,90,791,0.0,99.87373737373737
infracost,790,0.0,macos,90,790,0.0,100.0
jinja2-cli,788,0.0,macos,90,788,0.0,100.0
libvncserver,788,0.0,macos,90,276,0.0,35.025380710659896
bcftools,787,0.0,macos,90,745,0.0,94.66327827191868
bluetoothconnector,786,0.0,macos,90,786,0.0,100.0
libedit,784,0.0,macos,90,649,0.0,82.78061224489795
flashrom,782,0.0,macos,90,781,0.0,99.87212276214834
hcloud,781,0.0,macos,90,781,0.0,100.0
wix/brew/applesimutils --HEAD,780,0.0,macos,90,779,0.0,99.87179487179488
zopfli,778,0.0,macos,90,755,0.0,97.04370179948586
riscv/riscv/riscv-tools,776,0.0,macos,90,776,0.0,100.0
minidlna,775,0.0,macos,90,755,0.0,97.41935483870968
tkdiff,773,0.0,macos,90,755,0.0,97.67141009055628
tmux-xpanes,773,0.0,macos,90,617,0.0,79.81888745148771
nload,771,0.0,macos,90,768,0.0,99.61089494163424
anime-downloader,770,0.0,macos,90,767,0.0,99.61038961038962
theharvester,768,0.0,macos,90,767,0.0,99.86979166666666
docker-credential-helper,767,0.0,macos,90,631,0.0,82.26857887874837
prestodb,767,0.0,macos,90,762,0.0,99.34810951760105
osrf/simulation/ignition-rendering3,766,0.0,macos,90,80,0.0,10.443864229765012
translate-toolkit,762,0.0,macos,90,731,0.0,95.93175853018373
masscan,761,0.0,macos,90,759,0.0,99.73718791064388
gibo,760,0.0,macos,90,740,0.0,97.36842105263158
k14s/tap/kbld,759,0.0,macos,90,759,0.0,100.0
basex,754,0.0,macos,90,717,0.0,95.09283819628646
base64,752,0.0,macos,90,745,0.0,99.06914893617021
cartr/qt4/qt-webkit@2.3,752,0.0,macos,90,62,0.0,8.24468085106383
volatility,750,0.0,macos,90,746,0.0,99.46666666666667
yle-dl,749,0.0,macos,90,726,0.0,96.92923898531375
innoextract,747,0.0,macos,90,683,0.0,91.43239625167337
kerl,745,0.0,macos,90,733,0.0,98.38926174496643
pyenv --HEAD,745,0.0,macos,90,744,0.0,99.86577181208054
dnscrypt-proxy,744,0.0,macos,90,728,0.0,97.84946236559139
gdcm,744,0.0,macos,90,609,0.0,81.85483870967742
arm-linux-gnueabihf-binutils,743,0.0,macos,90,742,0.0,99.86541049798116
cmocka,743,0.0,macos,90,732,0.0,98.51951547779272
gtksourceview,743,0.0,macos,90,453,0.0,60.96904441453567
argoproj/tap/kubectl-argo-rollouts,742,0.0,macos,90,741,0.0,99.86522911051213
bandcamp-dl,741,0.0,macos,90,739,0.0,99.73009446693656
babl,739,0.0,macos,90,308,0.0,41.67794316644114
mariadb@10.2,738,0.0,macos,90,737,0.0,99.86449864498645
hdf5@1.10,734,0.0,macos,90,206,0.0,28.065395095367844
timescale/tap/timescaledb-tools,734,0.0,macos,90,10,0.0,1.3623978201634876
convmv,732,0.0,macos,90,730,0.0,99.72677595628416
delphinus/sfmono-square/sfmono-square,732,0.0,macos,90,731,0.0,99.86338797814209
freecad/freecad/pyside2,732,0.0,macos,90,254,0.0,34.69945355191257
gomplate,732,0.0,macos,90,732,0.0,100.0
jhead,732,0.0,macos,90,708,0.0,96.72131147540983
h2,729,0.0,macos,90,724,0.0,99.31412894375858
hacker1024/hacker1024/coretemp,729,0.0,macos,90,728,0.0,99.86282578875172
recode,729,0.0,macos,90,661,0.0,90.6721536351166
imapsync,727,0.0,macos,90,718,0.0,98.76203576341128
miller,727,0.0,macos,90,709,0.0,97.52407152682255
scalapack,725,0.0,macos,90,297,0.0,40.96551724137931
source-to-image,725,0.0,macos,90,724,0.0,99.86206896551724
elastic/tap/metricbeat-full,723,0.0,macos,90,722,0.0,99.86168741355463
vapoursynth-sub,723,0.0,macos,90,719,0.0,99.44674965421854
ffmpeg2theora,720,0.0,macos,90,448,0.0,62.22222222222222
ocamlbuild,720,0.0,macos,90,245,0.0,34.02777777777778
freecad/freecad/pyside2-tools,718,0.0,macos,90,250,0.0,34.81894150417828
libvmaf,717,0.0,macos,90,149,0.0,20.781032078103205
ngrep,717,0.0,macos,90,700,0.0,97.62900976290098
create-dmg,716,0.0,macos,90,708,0.0,98.88268156424581
ask-cli,715,0.0,macos,90,715,0.0,100.0
gitui,715,0.0,macos,90,715,0.0,100.0
localstack,714,0.0,macos,90,713,0.0,99.85994397759103
ffmpeg@2.8,711,0.0,macos,90,680,0.0,95.63994374120956
jython,711,0.0,macos,90,693,0.0,97.46835443037975
riscv/riscv/riscv-isa-sim,711,0.0,macos,90,59,0.0,8.29817158931083
kim-api,706,0.0,macos,90,98,0.0,13.881019830028329
baobab,705,0.0,macos,90,697,0.0,98.86524822695036
multitail,705,0.0,macos,90,669,0.0,94.8936170212766
react-native-cli,705,0.0,macos,90,703,0.0,99.71631205673759
camlp5,704,0.0,macos,90,190,0.0,26.988636363636363
capnp,704,0.0,macos,90,664,0.0,94.31818181818183
elm,704,0.0,macos,90,691,0.0,98.1534090909091
gnu-cobol,701,0.0,macos,90,693,0.0,98.85877318116975
chamber,700,0.0,macos,90,700,0.0,100.0
gromacs,693,0.0,macos,90,687,0.0,99.13419913419914
xgboost,692,0.0,macos,90,692,0.0,100.0
balena-cli,690,0.0,macos,90,686,0.0,99.42028985507247
checkbashisms,689,0.0,macos,90,685,0.0,99.41944847605225
twine-pypi,688,0.0,macos,90,688,0.0,100.0
freecad/freecad/shiboken2,686,0.0,macos,90,218,0.0,31.778425655976676
wmctrl,686,0.0,macos,90,670,0.0,97.667638483965
mpssh,685,0.0,macos,90,42,0.0,6.131386861313868
ios-sim,684,0.0,macos,90,660,0.0,96.49122807017544
knock,684,0.0,macos,90,679,0.0,99.26900584795322
spoof-mac,684,0.0,macos,90,650,0.0,95.02923976608187
imagesnap,682,0.0,macos,90,670,0.0,98.24046920821115
x3270,681,0.0,macos,90,661,0.0,97.06314243759178
xmlrpc-c,681,0.0,macos,90,132,0.0,19.383259911894275
gulp-cli,680,0.0,macos,90,678,0.0,99.70588235294117
httping,680,0.0,macos,90,671,0.0,98.6764705882353
osrf/simulation/ignition-rendering4,680,0.0,macos,90,80,0.0,11.76470588235294
byacc,677,0.0,macos,90,340,0.0,50.22156573116692
crunch,676,0.0,macos,90,675,0.0,99.85207100591717
ddgr,676,0.0,macos,90,676,0.0,100.0
eddieantonio/eddieantonio/imgcat,676,0.0,macos,90,666,0.0,98.5207100591716
gnu-prolog,676,0.0,macos,90,658,0.0,97.33727810650888
rarian,676,0.0,macos,90,15,0.0,2.2189349112426036
grails,675,0.0,macos,90,607,0.0,89.92592592592594
k14s/tap/vendir,675,0.0,macos,90,675,0.0,100.0
ntp,675,0.0,macos,90,673,0.0,99.70370370370371
osrf/simulation/ignition-transport9,675,0.0,macos,90,56,0.0,8.296296296296296
buildapp,673,0.0,macos,90,120,0.0,17.830609212481427
llvm@7,673,0.0,macos,90,616,0.0,91.53046062407132
dosbox,672,0.0,macos,90,667,0.0,99.25595238095238
libtorch,669,0.0,macos,90,585,0.0,87.4439461883408
gtkspell3,668,0.0,macos,90,281,0.0,42.06586826347306
zegervdv/zathura/zathura-pdf-poppler,668,0.0,macos,90,667,0.0,99.8502994011976
zmap,667,0.0,macos,90,645,0.0,96.7016491754123
libxtst,665,0.0,macos,90,24,0.0,3.6090225563909777
tomcat-native,665,0.0,macos,90,645,0.0,96.99248120300751
openstackclient,663,0.0,macos,90,662,0.0,99.84917043740573
tippecanoe,663,0.0,macos,90,655,0.0,98.79336349924586
Carthage,662,0.0,macos,90,661,0.0,99.8489425981873
pspg,662,0.0,macos,90,662,0.0,100.0
espeak,661,0.0,macos,90,660,0.0,99.84871406959152
haxe,661,0.0,macos,90,624,0.0,94.40242057488653
keychain,659,0.0,macos,90,654,0.0,99.2412746585736
glib-openssl,658,0.0,macos,90,658,0.0,100.0
nagios-plugins,658,0.0,macos,90,483,0.0,73.40425531914893
rsyslog,658,0.0,macos,90,633,0.0,96.20060790273556
sdl_net,657,0.0,macos,90,87,0.0,13.24200913242009
vault-cli,656,0.0,macos,90,651,0.0,99.23780487804879
docfx,655,0.0,macos,90,654,0.0,99.84732824427482
ethereum/ethereum/ethereum,654,0.0,macos,90,476,0.0,72.78287461773701
swiftdocorg/formulae/swift-doc,654,0.0,macos,90,654,0.0,100.0
nethack,653,0.0,macos,90,627,0.0,96.01837672281776
hlint,652,0.0,macos,90,652,0.0,100.0
m-cli,652,0.0,macos,90,649,0.0,99.5398773006135
vbindiff,652,0.0,macos,90,647,0.0,99.23312883435584
libiodbc,651,0.0,macos,90,621,0.0,95.39170506912443
libmtp,650,0.0,macos,90,395,0.0,60.76923076923077
prettyping,648,0.0,macos,90,646,0.0,99.69135802469135
cuelang/tap/cue,647,0.0,macos,90,644,0.0,99.53632148377125
ccache --HEAD,644,0.0,macos,90,626,0.0,97.20496894409938
darcs,644,0.0,macos,90,588,0.0,91.30434782608695
facebook/fb/fbsimctl --HEAD,644,0.0,macos,90,644,0.0,100.0
osgeo/osgeo4mac/osgeo-proj,644,0.0,macos,90,32,0.0,4.968944099378882
powerline-go,644,0.0,macos,90,644,0.0,100.0
recon-ng,643,0.0,macos,90,642,0.0,99.84447900466563
beanstalkd,642,0.0,macos,90,450,0.0,70.09345794392523
helmsman,642,0.0,macos,90,642,0.0,100.0
latex2rtf,642,0.0,macos,90,597,0.0,92.99065420560748
libnfc,642,0.0,macos,90,434,0.0,67.601246105919
siril,641,0.0,macos,90,641,0.0,100.0
aws-sdk-cpp,640,0.0,macos,90,587,0.0,91.71875
fakeroot,640,0.0,macos,90,522,0.0,81.5625
mill,639,0.0,macos,90,636,0.0,99.53051643192488
daq,638,0.0,macos,90,29,0.0,4.545454545454546
tmux --HEAD,638,0.0,macos,90,626,0.0,98.11912225705329
xhyve,638,0.0,macos,90,637,0.0,99.84326018808778
calc,637,0.0,macos,90,635,0.0,99.68602825745683
gcsfuse,637,0.0,macos,90,631,0.0,99.05808477237049
consul-template,635,0.0,macos,90,626,0.0,98.58267716535433
ccm,634,0.0,macos,90,624,0.0,98.42271293375394
connect,634,0.0,macos,90,633,0.0,99.84227129337539
megatools,634,0.0,macos,90,627,0.0,98.89589905362776
ncview,631,0.0,macos,90,623,0.0,98.73217115689383
tintin,631,0.0,macos,90,614,0.0,97.30586370839937
enscript,630,0.0,macos,90,611,0.0,96.98412698412699
bats,628,0.0,macos,90,626,0.0,99.68152866242038
libnfs,628,0.0,macos,90,285,0.0,45.382165605095544
nethogs,628,0.0,macos,90,626,0.0,99.68152866242038
kubernetes-helm,627,0.0,macos,90,626,0.0,99.84051036682615
maven-completion,627,0.0,macos,90,560,0.0,89.31419457735247
vsftpd,627,0.0,macos,90,624,0.0,99.52153110047847
cartr/qt4/pyqt@4,626,0.0,macos,90,625,0.0,99.84025559105432
freeciv,626,0.0,macos,90,615,0.0,98.24281150159744
icdiff,625,0.0,macos,90,613,0.0,98.08
subliminal,625,0.0,macos,90,562,0.0,89.92
watson,625,0.0,macos,90,617,0.0,98.72
lmod,624,0.0,macos,90,622,0.0,99.67948717948718
cli53,621,0.0,macos,90,613,0.0,98.71175523349437
timewarrior,618,0.0,macos,90,616,0.0,99.67637540453075
osrf/simulation/ignition-msgs4,617,0.0,macos,90,85,0.0,13.776337115072934
libpulsar,616,0.0,macos,90,615,0.0,99.83766233766234
phoronix-test-suite,616,0.0,macos,90,615,0.0,99.83766233766234
sd,616,0.0,macos,90,616,0.0,100.0
gearman,615,0.0,macos,90,598,0.0,97.23577235772358
mapnik,614,0.0,macos,90,610,0.0,99.3485342019544
rmtrash,613,0.0,macos,90,610,0.0,99.510603588907
procmail,611,0.0,macos,90,609,0.0,99.67266775777414
freetds@0.91,610,0.0,macos,90,586,0.0,96.06557377049181
czmq,609,0.0,macos,90,517,0.0,84.89326765188834
freeradius-server,609,0.0,macos,90,605,0.0,99.3431855500821
libsvg,609,0.0,macos,90,121,0.0,19.868637110016422
tika,609,0.0,macos,90,601,0.0,98.68637110016421
pgloader --HEAD,607,0.0,macos,90,606,0.0,99.835255354201
progress,607,0.0,macos,90,594,0.0,97.85831960461286
kubespy,606,0.0,macos,90,605,0.0,99.83498349834984
wildfly-as,606,0.0,macos,90,566,0.0,93.3993399339934
codefresh-io/cli/codefresh,605,0.0,macos,90,602,0.0,99.50413223140497
neko,605,0.0,macos,90,217,0.0,35.86776859504132
osrf/simulation/gazebo9,605,0.0,macos,90,584,0.0,96.52892561983471
fwup,603,0.0,macos,90,585,0.0,97.01492537313433
joe,603,0.0,macos,90,598,0.0,99.17081260364843
libstrophe,603,0.0,macos,90,241,0.0,39.96683250414594
spatialite-tools,603,0.0,macos,90,593,0.0,98.34162520729684
phrase/brewed/phraseapp,602,0.0,macos,90,598,0.0,99.33554817275747
powershell/tap/powershell,602,0.0,macos,90,594,0.0,98.67109634551495
cloudfoundry/tap/cf-cli@6,601,0.0,macos,90,601,0.0,100.0
protoc-gen-grpc-web,600,0.0,macos,90,599,0.0,99.83333333333333
checkov,599,0.0,macos,90,598,0.0,99.8330550918197
kite,599,0.0,macos,90,598,0.0,99.8330550918197
mysql@5.5,596,0.0,macos,90,558,0.0,93.6241610738255
spotbugs,596,0.0,macos,90,546,0.0,91.61073825503355
git-duet/tap/git-duet,595,0.0,macos,90,594,0.0,99.83193277310924
noti,594,0.0,macos,90,559,0.0,94.10774410774411
ydiff,594,0.0,macos,90,575,0.0,96.8013468013468
kong/kong/openresty@1.17.8.2,593,0.0,macos,90,76,0.0,12.816188870151771
modules,593,0.0,macos,90,482,0.0,81.28161888701517
vapoursynth-imwri,593,0.0,macos,90,590,0.0,99.49409780775717
bitcoin,592,0.0,macos,90,588,0.0,99.32432432432432
hackrf,592,0.0,macos,90,324,0.0,54.729729729729726
freecad/freecad/coin,591,0.0,macos,90,199,0.0,33.67174280879864
akamai,590,0.0,macos,90,588,0.0,99.66101694915255
erlang@20,588,0.0,macos,90,491,0.0,83.50340136054422
spotifyd,588,0.0,macos,90,588,0.0,100.0
nodeenv,587,0.0,macos,90,582,0.0,99.14821124361158
encfs,583,0.0,macos,90,568,0.0,97.42710120068611
vpn-slice,583,0.0,macos,90,582,0.0,99.82847341337907
cointop,581,0.0,macos,90,581,0.0,100.0
x86_64-elf-gcc,581,0.0,macos,90,581,0.0,100.0
kobiton/core/ffmpeg@3.4.3,579,0.0,macos,90,578,0.0,99.8272884283247
rustscan,578,0.0,macos,90,576,0.0,99.65397923875432
mpc,577,0.0,macos,90,557,0.0,96.53379549393414
osrf/simulation/ignition-gui3,577,0.0,macos,90,93,0.0,16.11785095320624
html2text,576,0.0,macos,90,551,0.0,95.65972222222221
lesspipe,573,0.0,macos,90,523,0.0,91.2739965095986
proselint,572,0.0,macos,90,572,0.0,100.0
sassc,572,0.0,macos,90,561,0.0,98.07692307692307
superfly/tap/flyctl,572,0.0,macos,90,570,0.0,99.65034965034964
pdfpc,570,0.0,macos,90,569,0.0,99.82456140350877
thoughtbot/formulae/parity,570,0.0,macos,90,565,0.0,99.12280701754386
gox,566,0.0,macos,90,206,0.0,36.39575971731448
b2-tools,565,0.0,macos,90,559,0.0,98.93805309734513
swift-format,565,0.0,macos,90,565,0.0,100.0
caf,564,0.0,macos,90,127,0.0,22.5177304964539
gmsh,564,0.0,macos,90,554,0.0,98.22695035460993
remind101/formulae/assume-role,564,0.0,macos,90,554,0.0,98.22695035460993
pup,563,0.0,macos,90,560,0.0,99.46714031971581
k14s/tap/ytt,562,0.0,macos,90,562,0.0,100.0
swig@3,562,0.0,macos,90,491,0.0,87.36654804270462
liblo,561,0.0,macos,90,325,0.0,57.93226381461676
osrf/simulation/ignition-physics2,561,0.0,macos,90,94,0.0,16.755793226381464
valgrind,561,0.0,macos,90,547,0.0,97.50445632798575
libcouchbase@2,559,0.0,macos,90,559,0.0,100.0
bcrypt,557,0.0,macos,90,556,0.0,99.82046678635548
denji/nginx/rtmp-nginx-module,557,0.0,macos,90,7,0.0,1.2567324955116697
google-java-format,557,0.0,macos,90,555,0.0,99.64093357271095
freecad/freecad/med-file,556,0.0,macos,90,199,0.0,35.79136690647482
slowhttptest,555,0.0,macos,90,544,0.0,98.01801801801801
vert.x,555,0.0,macos,90,498,0.0,89.72972972972974
bmon,554,0.0,macos,90,550,0.0,99.27797833935018
osrf/simulation/ignition-sensors3,554,0.0,macos,90,83,0.0,14.981949458483754
pngpaste,554,0.0,macos,90,388,0.0,70.03610108303249
hivemq/mqtt-cli/mqtt-cli,553,0.0,macos,90,553,0.0,100.0
terraform-ls,553,0.0,macos,90,553,0.0,100.0
offlineimap,552,0.0,macos,90,535,0.0,96.92028985507247
mongodb/brew/mongodb-community@3.2,551,0.0,macos,90,551,0.0,100.0
hmmer,550,0.0,macos,90,374,0.0,68.0
docker-machine-nfs,549,0.0,macos,90,394,0.0,71.76684881602914
fcgi,549,0.0,macos,90,284,0.0,51.73041894353369
freecad/freecad/pivy,549,0.0,macos,90,180,0.0,32.78688524590164
gradle-completion,548,0.0,macos,90,544,0.0,99.27007299270073
petere/postgresql/postgresql@12,548,0.0,macos,90,545,0.0,99.45255474452554
livestreamer,547,0.0,macos,90,510,0.0,93.23583180987202
jo,545,0.0,macos,90,533,0.0,97.79816513761467
mesa-glu,545,0.0,macos,90,74,0.0,13.577981651376147
petsc,545,0.0,macos,90,529,0.0,97.06422018348624
osrf/simulation/ignition-cmake0,543,0.0,macos,90,9,0.0,1.6574585635359116
rtorrent,542,0.0,macos,90,522,0.0,96.30996309963099
perl-build,540,0.0,macos,90,267,0.0,49.44444444444444
ansifilter,538,0.0,macos,90,513,0.0,95.35315985130111
log4cplus,538,0.0,macos,90,400,0.0,74.34944237918215
stress,538,0.0,macos,90,538,0.0,100.0
jdupes,537,0.0,macos,90,537,0.0,100.0
rbspy,537,0.0,macos,90,536,0.0,99.81378026070763
dmg2img,536,0.0,macos,90,535,0.0,99.81343283582089
clojure-lsp,533,0.0,macos,90,532,0.0,99.812382739212
dwarfutils,531,0.0,macos,90,198,0.0,37.28813559322034
lv,530,0.0,macos,90,484,0.0,91.32075471698113
osrf/simulation/ignition-rendering2,529,0.0,macos,90,91,0.0,17.20226843100189
osrf/simulation/ignition-transport7,529,0.0,macos,90,90,0.0,17.01323251417769
rbenv-default-gems,529,0.0,macos,90,518,0.0,97.92060491493385
ngspice,528,0.0,macos,90,508,0.0,96.21212121212122
drone/drone/drone,526,0.0,macos,90,526,0.0,100.0
xmake,526,0.0,macos,90,510,0.0,96.95817490494296
brewsci/bio/matplotlib,525,0.0,macos,90,432,0.0,82.28571428571428
buildkit,525,0.0,macos,90,525,0.0,100.0
libgsm,525,0.0,macos,90,95,0.0,18.095238095238095
pdfcrack,523,0.0,macos,90,513,0.0,98.08795411089865
saxon,523,0.0,macos,90,448,0.0,85.65965583173997
mtools,522,0.0,macos,90,497,0.0,95.21072796934867
elm-format,521,0.0,macos,90,504,0.0,96.73704414587331
xmrig,521,0.0,macos,90,519,0.0,99.61612284069098
kong/kong/openresty@1.15.8.3,520,0.0,macos,90,47,0.0,9.038461538461538
osrf/simulation/ignition-math4,520,0.0,macos,90,61,0.0,11.73076923076923
tealdeer,520,0.0,macos,90,520,0.0,100.0
eralchemy,518,0.0,macos,90,512,0.0,98.84169884169884
sofia-sip,518,0.0,macos,90,462,0.0,89.1891891891892
dub,517,0.0,macos,90,464,0.0,89.74854932301741
fzy,517,0.0,macos,90,515,0.0,99.61315280464217
sccache,517,0.0,macos,90,516,0.0,99.80657640232108
libdvdread,516,0.0,macos,90,59,0.0,11.434108527131782
osrf/simulation/ignition-fuel-tools5,515,0.0,macos,90,79,0.0,15.339805825242719
libqalculate,514,0.0,macos,90,358,0.0,69.64980544747081
mongoose,514,0.0,macos,90,507,0.0,98.63813229571986
mockserver,513,0.0,macos,90,502,0.0,97.85575048732943
dhall-json,512,0.0,macos,90,510,0.0,99.609375
freecad/freecad/opencamlib,512,0.0,macos,90,291,0.0,56.8359375
kube-score/tap/kube-score,512,0.0,macos,90,512,0.0,100.0
jump,511,0.0,macos,90,510,0.0,99.80430528375733
libotr,511,0.0,macos,90,31,0.0,6.066536203522505
micropython,511,0.0,macos,90,494,0.0,96.67318982387475
osmosis,511,0.0,macos,90,470,0.0,91.97651663405088
osx-cross/arm/arm-gcc-bin,511,0.0,macos,90,510,0.0,99.80430528375733
freecad/freecad/matplotlib,510,0.0,macos,90,201,0.0,39.411764705882355
sloccount,509,0.0,macos,90,509,0.0,100.0
freecad/freecad/nglib,507,0.0,macos,90,187,0.0,36.883629191321496
charmbracelet/tap/glow,506,0.0,macos,90,506,0.0,100.0
juju-wait,506,0.0,macos,90,158,0.0,31.225296442687743
pgbadger,506,0.0,macos,90,490,0.0,96.83794466403161
bsdiff,505,0.0,macos,90,504,0.0,99.8019801980198
two-lame,505,0.0,macos,90,69,0.0,13.663366336633665
libtorrent-rakshasa,504,0.0,macos,90,15,0.0,2.976190476190476
dhall,503,0.0,macos,90,503,0.0,100.0
lego,503,0.0,macos,90,496,0.0,98.60834990059642
legit,502,0.0,macos,90,464,0.0,92.43027888446214
dopplerhq/cli/doppler,500,0.0,macos,90,500,0.0,100.0
katago,500,0.0,macos,90,500,0.0,100.0
gitfs,499,0.0,macos,90,487,0.0,97.59519038076152
osrf/simulation/ignition-common1,499,0.0,macos,90,198,0.0,39.67935871743487
fetchmail,498,0.0,macos,90,449,0.0,90.16064257028113
gigalixir/brew/gigalixir,498,0.0,macos,90,498,0.0,100.0
tcptrace,498,0.0,macos,90,497,0.0,99.79919678714859
blackfireio/blackfire/blackfire-php73,497,0.0,macos,90,497,0.0,100.0
tee-clc,497,0.0,macos,90,493,0.0,99.19517102615694
nedit,496,0.0,macos,90,485,0.0,97.78225806451613
jid,495,0.0,macos,90,487,0.0,98.38383838383838
mogenerator,495,0.0,macos,90,482,0.0,97.37373737373738
tetratelabs/getenvoy/envoy,495,0.0,macos,90,493,0.0,99.5959595959596
dyld-headers,493,0.0,macos,90,462,0.0,93.71196754563894
telegram-cli,493,0.0,macos,90,493,0.0,100.0
pth,492,0.0,macos,90,110,0.0,22.35772357723577
roswell,492,0.0,macos,90,490,0.0,99.59349593495935
codekitchen/dinghy/dinghy,490,0.0,macos,90,488,0.0,99.59183673469387
pdsh,490,0.0,macos,90,486,0.0,99.18367346938776
afl-fuzz,489,0.0,macos,90,463,0.0,94.68302658486708
tanka,489,0.0,macos,90,489,0.0,100.0
easy-tag,488,0.0,macos,90,477,0.0,97.74590163934425
kabel/php-ext/php@7.2-imap,488,0.0,macos,90,486,0.0,99.59016393442623
mopidy/mopidy/mopidy,488,0.0,macos,90,465,0.0,95.28688524590164
shpotify,488,0.0,macos,90,486,0.0,99.59016393442623
termshark,488,0.0,macos,90,487,0.0,99.79508196721312
gengetopt,487,0.0,macos,90,448,0.0,91.9917864476386
tmuxinator-completion,487,0.0,macos,90,460,0.0,94.45585215605749
libgccjit,486,0.0,macos,90,482,0.0,99.1769547325103
v2ray,486,0.0,macos,90,441,0.0,90.74074074074075
osrf/simulation/ignition-gui4,485,0.0,macos,90,68,0.0,14.02061855670103
dmenu,484,0.0,macos,90,307,0.0,63.42975206611571
rhino,484,0.0,macos,90,422,0.0,87.19008264462809
cesanta/mos/mos,483,0.0,macos,90,483,0.0,100.0
kpcli,483,0.0,macos,90,472,0.0,97.72256728778468
